variant_id,family,wave,hypothesis,sweep_config_hash,window,ok,sharpe,ret_pct,dd_pct,orders,artifact_path,artifact_sha256,run_dir,result_path,error
scanner_champion_baseline,baseline,0,"Current production champion, no learned scanner gate.",fb0e2fa2cb67,jan2025_proof,True,0.223,0.232,7.7,42,/Users/falk/projects/kumo-qc-bct-sector-substrate/storage/bct_lambdamart_qc_safe_v1.json,d8908f0ac221025a2415274c1a22bd79ae4e0d3aa68aed24016cb2093b9387e0,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_jan_smoke_448/fb0e2fa2cb67/jan2025_proof,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_jan_smoke_448/fb0e2fa2cb67/jan2025_proof/backtests/2026-06-09_21-29-52/1674041545.json,
scanner_lambdamart_top10,top_x,0,Strict George-style daily Top-10 scanner gate.,b869054ce212,jan2025_proof,True,-1.079,-2.298,7.2,28,/Users/falk/projects/kumo-qc-bct-sector-substrate/storage/bct_lambdamart_qc_safe_v1.json,d8908f0ac221025a2415274c1a22bd79ae4e0d3aa68aed24016cb2093b9387e0,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_jan_smoke_448/b869054ce212/jan2025_proof,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_jan_smoke_448/b869054ce212/jan2025_proof/backtests/2026-06-09_21-31-39/1604423716.json,
