2025-05-14,886
2025-05-15,900
2025-05-16,900
2025-05-17,906
2025-05-20,897
2025-05-21,901
2025-05-22,902
2025-05-23,906
2025-05-24,894
2025-05-28,904
2025-05-29,910
2025-05-30,917
2025-05-31,911
2025-06-03,914
2025-06-04,917
2025-06-05,918
2025-06-06,918
2025-06-07,920
2025-06-10,924
2025-06-11,912
2025-06-12,899
2025-06-13,895
2025-06-14,889
2025-06-17,892
2025-06-18,889
2025-06-19,893
2025-06-21,894
2025-06-24,894
2025-06-25,897
2025-06-26,890
2025-06-27,900
2025-06-28,908
2025-07-01,906
2025-07-02,914
2025-07-03,914
2025-07-04,907
2025-07-08,911
2025-07-09,912
2025-07-10,910
2025-07-11,916
2025-07-12,919
2025-07-15,922
2025-07-16,925
2025-07-17,928
2025-07-18,925
2025-07-19,919
2025-07-22,919
2025-07-23,922
2025-07-24,931
2025-07-25,936
2025-07-26,939
2025-07-29,930
2025-07-30,928
2025-07-31,926
2025-08-01,939
2025-08-02,959
2025-08-05,959
2025-08-06,967
2025-08-07,979
2025-08-08,997
2025-08-09,1003
2025-08-12,1005
2025-08-13,1010
2025-08-14,1005
2025-08-15,998
2025-08-16,1002
2025-08-19,1008
2025-08-20,1004
2025-08-21,998
2025-08-22,990
2025-08-23,994
2025-08-26,989
2025-08-27,982
2025-08-28,978
2025-08-29,960
2025-08-30,947
2025-09-03,950
2025-09-04,944
2025-09-05,933
2025-09-06,925
2025-09-09,932
2025-09-10,933
2025-09-11,930
2025-09-12,929
2025-09-13,930
2025-09-16,936
2025-09-17,940
2025-09-18,950
2025-09-19,952
2025-09-20,968
2025-09-23,972
2025-09-24,974
2025-09-25,978
2025-09-26,983
2025-09-27,983
2025-09-30,994
2025-10-01,997
2025-10-02,1006
2025-10-03,1017
2025-10-04,1015
2025-10-07,1019
2025-10-08,1020
2025-10-09,1022
2025-10-10,1019
2025-10-11,1033
2025-10-14,1029
2025-10-15,1041
2025-10-16,1029
2025-10-17,1036
2025-10-18,1038
2025-10-21,1035
2025-10-22,1034
2025-10-23,1042
2025-10-24,1044
2025-10-25,1045
2025-10-28,1038
2025-10-29,1045
2025-10-30,1062
2025-10-31,1069
2025-11-01,1080
2025-11-04,1088
2025-11-05,1091
2025-11-06,1101
2025-11-07,1112
2025-11-08,1106
2025-11-11,1115
2025-11-12,1108
2025-11-13,1106
2025-11-14,1096
2025-11-15,1096
2025-11-18,1092
2025-11-19,1107
2025-11-20,1090
2025-11-21,1093
2025-11-22,1098
2025-11-25,1106
2025-11-26,1109
2025-11-27,1092
2025-11-29,1061
2025-12-02,1067
2025-12-03,1057
2025-12-04,1051
2025-12-05,1055
2025-12-06,1043
2025-12-09,1036
2025-12-10,1035
2025-12-11,1041
2025-12-12,1039
2025-12-13,1035
2025-12-16,1035
2025-12-17,1035
2025-12-18,1029
2025-12-19,1023
2025-12-20,1026
2025-12-23,1017
2025-12-24,1009
2025-12-25,978
2025-12-27,971
2025-12-30,985
2025-12-31,963
