example_type,scan_date,symbol,trade_bucket,source_bucket,reason_codes,kumo_rank_by_score,kumo_score,george_rank,george_watchlist_rank,best_entry_assumption,best_entry_ret_20d_close_pct,best_entry_mfe_20d_pct,best_entry_mae_20d_pct,best_deployable_exit_policy_id,best_deployable_total_equity_ret_40d_pct,model_combined_score
kumo_addition_optimal,2025-10-31,WELL,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,100.0,7.0,,,next_open,13.4164,19.1178,-0.3031,giveback35_after8,12.4266,-0.0861701532765278
video_context_optimal,2025-10-31,COR,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,21.0,8.0,7.0,,next_open,6.4625,11.6124,-0.915,fixed_t8_s4,8.0,-0.460162485298757
kumo_addition_optimal,2025-11-03,LITE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,75.0,7.0,,,next_open,61.2407,73.3014,-1.9169,time10_lt2_hard6,96.2673,0.0709532799485429
kumo_addition_optimal,2025-11-03,SLV,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,79.0,7.0,,,next_open,23.4187,23.9777,-1.2314,time10_lt2_hard6,49.6977,0.362298053658072
kumo_addition_optimal,2025-11-03,TERN,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,96.0,7.0,,,next_open,66.3871,90.3871,0.0,time10_lt2_hard6,160.6452,1.372525770271257
video_context_optimal,2025-11-03,INCY,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,86.0,7.0,9.0,,next_open,-0.3977,7.2954,-1.7919,fixed_t4_s2,4.0,0.8561548530512724
kumo_addition_optimal,2025-11-04,LITE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,43.0,7.0,,,prior_session_high_breakout,38.6636,48.9519,-1.4416,time10_lt2_hard6,76.7094,0.2094600871574579
kumo_addition_optimal,2025-11-04,MDGL,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,58.0,7.0,,,next_open,28.6072,34.1761,-1.0424,time10_lt2_hard6,31.7077,0.5211632037284224
kumo_addition_optimal,2025-11-04,TERN,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,77.0,7.0,,,next_open,60.2448,72.0198,-1.8939,time10_lt2_hard6,133.8094,1.035166314426857
kumo_addition_optimal,2025-11-05,MDGL,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,85.0,7.0,,,next_open,24.4026,28.3901,0.0,time10_lt2_hard6,24.8674,0.2813992172810293
kumo_addition_optimal,2025-11-05,SLV,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,66.0,7.0,,,next_open,18.5525,22.2836,-0.9734,time10_lt2_hard6,58.2226,0.2099148249342328
kumo_addition_optimal,2025-11-05,TEVA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,55.0,7.0,,,next_open,18.1289,18.3368,-1.8295,fixed_t8_s4,8.0,1.136561215023194
kumo_addition_optimal,2025-11-06,EQX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,89.0,7.0,,,next_open,20.4152,24.1782,-1.9161,time10_lt2_hard6,25.519,1.0771884308704416
kumo_addition_optimal,2025-11-06,LITE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,44.0,7.0,,,next_open,41.8464,47.2351,-7.8283,giveback35_after8,11.1983,0.63315852414494
kumo_addition_optimal,2025-11-06,NTRA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,12.0,8.0,,,next_open,31.2844,31.8427,-2.1876,time10_lt2_hard6,33.5338,-0.7609477630904873
video_context_optimal,2025-11-06,SLV,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,62.0,7.0,31.0,,next_open,20.309,22.2626,-1.1586,time10_lt2_hard6,67.0348,-0.2092012894442446
video_context_optimal,2025-11-06,WELL,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,6.0,8.0,6.0,,next_open,8.6582,13.8914,-0.9573,giveback35_after8,9.0294,-0.2126763802830724
video_context_optimal,2025-11-06,XLV,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,43.0,7.0,10.0,,next_open,5.0878,8.9893,-0.768,time10_lt2_hard6,8.3996,-0.4294435026183142
kumo_addition_optimal,2025-11-07,COMP,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,36.0,8.0,,,next_open,21.1628,28.2547,-1.5116,time10_lt2_hard6,38.0233,-0.4346268086484824
kumo_addition_optimal,2025-11-07,NTRA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,71.0,7.0,,,next_open,18.9751,22.8358,-2.9154,time10_lt2_hard6,26.2786,0.543064699363959
kumo_addition_optimal,2025-11-07,TEVA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,91.0,7.0,,,next_open,17.6984,19.4017,-0.3739,fixed_t8_s4,8.0,0.070064413487243
video_context_optimal,2025-11-07,VTR,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,15.0,8.0,8.0,,next_open,6.832,7.953,-0.2902,fixed_t8_s4,8.0,0.0836952559629477
video_context_optimal,2025-11-07,WELL,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,4.0,8.0,7.0,,next_open,6.2853,12.9185,-0.3427,giveback35_after8,8.397,0.0041700899711604
video_context_optimal,2025-11-07,XLV,optimal,kumo_with_george_video_context,realistic_entry_triggered;mfe20_ge_8;target4_before_stop2;normal_winner,41.0,7.0,21.0,,next_open,3.8686,9.0267,-0.048,time10_lt2_hard6,9.2599,-0.1281958051297255
kumo_addition_optimal,2025-11-10,COGT,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,85.0,7.0,,,next_open,23.8509,40.5657,-7.2003,fixed_t4_s2,-2.0,1.4730042241871275
kumo_addition_optimal,2025-11-10,COMP,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,45.0,8.0,,,next_open,23.0113,25.0556,0.0,time10_lt2_hard6,39.3424,0.4820942724401268
kumo_addition_optimal,2025-11-10,LQDA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,48.0,8.0,,,next_open,25.841,31.3863,-2.403,time10_lt2_hard6,17.4122,0.1345116383247353
kumo_addition_optimal,2025-11-11,EQX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,45.0,8.0,,,next_open,15.5949,16.4791,-5.3457,time10_lt2_hard6,13.8264,-0.2034426064758981
kumo_addition_optimal,2025-11-11,GDX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,81.0,7.0,,,next_open,8.7166,9.4853,-5.6026,giveback35_after8,6.1655,-0.0052266642022575
kumo_addition_optimal,2025-11-11,JNJ,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,77.0,7.0,,,next_open,6.8163,7.4731,-0.15,fixed_t8_s4,8.0,0.4519018895078369
video_context_optimal,2025-11-11,XLV,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,75.0,7.0,21.0,,next_open,0.765,5.2719,-0.755,fixed_t8_s4,4.1658,0.448811730339924
kumo_addition_optimal,2025-11-12,BBIO,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,63.0,8.0,,,next_open,13.7187,15.3078,-1.8809,time10_lt2_hard6,17.9794,-0.3000145952502623
kumo_addition_optimal,2025-11-12,JNJ,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,7.0,8.0,,,next_open,8.1355,8.7663,-0.3913,fixed_t8_s4,8.0,-0.6671451600426263
kumo_addition_optimal,2025-11-12,ORI,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,77.0,8.0,,,next_open,4.1452,9.2037,-0.3864,fixed_t8_s4,8.0,-0.4432332038101597
kumo_addition_optimal,2025-11-13,AGQ,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,30.0,8.0,,,next_open,46.818,61.219,-4.993,time10_lt2_hard6,169.2794,0.6378403006810208
kumo_addition_optimal,2025-11-13,NUGT,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,32.0,8.0,,,next_open,34.6481,43.0896,-2.8082,time10_lt2_hard6,70.746,0.5488421852909823
kumo_addition_optimal,2025-11-13,PAAS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,20.0,8.0,,,next_open,35.0992,41.918,-2.6895,time10_lt2_hard6,52.5129,0.5628135712552602
kumo_addition_optimal,2025-11-14,B,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,65.0,7.0,,,next_open,17.462,19.9837,-3.1996,time10_lt2_hard6,35.5206,-0.1484233063305928
kumo_addition_optimal,2025-11-14,KGC,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,96.0,7.0,,,next_open,11.4806,15.7165,-5.7007,time10_lt2_hard6,31.8682,-0.1973162217781869
kumo_addition_optimal,2025-11-14,RY,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,99.0,7.0,,,next_open,13.6512,14.8143,-0.891,giveback35_after8,14.6919,-0.5417928402483406
video_context_optimal,2025-11-14,IBB,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,87.0,7.0,8.0,,next_open,3.2234,6.2702,-0.4387,fixed_t8_s4,8.0,0.0933508580051188
video_context_optimal,2025-11-14,LLY,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,57.0,7.0,7.0,,next_open,5.9558,10.7869,-2.6501,fixed_t8_s4,8.0,-0.1257269042386658
kumo_addition_optimal,2025-11-17,PAAS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,76.0,7.0,,,next_open,30.7559,38.807,-4.8226,time10_lt2_hard6,47.4957,0.626829685282108
kumo_addition_optimal,2025-11-17,TERN,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,75.0,7.0,,,next_open,69.7309,90.9774,-0.6332,time10_lt2_hard6,46.3395,0.9266178670803928
kumo_addition_optimal,2025-11-17,WBD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,44.0,7.0,,,next_open,28.0563,31.9261,-0.7036,swinglow3_after8,29.0677,0.4110127739779127
kumo_addition_optimal,2025-11-18,BBIO,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,79.0,7.0,,,next_open,12.9473,16.7468,-1.7166,time10_lt2_hard6,16.3653,-0.169712315997816
kumo_addition_optimal,2025-11-18,OLMA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,34.0,7.0,,,next_open,64.5634,83.0343,-3.2307,time10_lt2_hard6,37.0015,1.5310409061321204
kumo_addition_optimal,2025-11-18,ROST,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,53.0,7.0,,,next_open,13.8567,15.7944,-1.0156,giveback35_after8,19.8505,-0.1035668468396419
kumo_addition_optimal,2025-11-19,OLMA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,52.0,7.0,,,next_open,50.1462,76.7013,-2.3879,time10_lt2_hard6,30.2144,0.6174373681026526
kumo_addition_optimal,2025-11-19,RY,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,84.0,7.0,,,next_open,13.872,15.0099,-0.0068,giveback35_after8,14.0833,-0.2938960816195837
kumo_addition_optimal,2025-11-19,TERN,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,91.0,7.0,,,next_open,46.3971,77.4265,-6.9485,fixed_t4_s2,-2.0,0.3143230621976727
video_context_optimal,2025-11-19,XLV,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,30.0,7.0,6.0,,next_open,0.9312,4.2363,-1.7313,fixed_t4_s2,4.0,-0.1493991294691362
kumo_addition_optimal,2025-11-20,OLMA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,41.0,7.0,,,next_open,29.9674,68.7255,-6.7939,fixed_t4_s2,-2.0,0.8087725643526298
kumo_addition_optimal,2025-11-20,PACS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,37.0,7.0,,,next_open,42.4824,44.7533,-3.6413,time10_lt2_hard6,41.2294,0.818336490846041
kumo_addition_optimal,2025-11-20,SLV,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,76.0,6.0,,,next_open,35.6793,36.2138,-0.3118,giveback35_after8,86.9042,0.4666305895937743
video_context_optimal,2025-11-20,NTRA,optimal,kumo_with_george_video_context,realistic_entry_triggered;mfe20_ge_8;target4_before_stop2;normal_winner,6.0,8.0,1.0,,next_open,3.0933,9.7333,-1.4044,fixed_t8_s4,8.0,0.1803796316716874
kumo_addition_optimal,2025-11-21,AEO,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,90.0,7.0,,,prior_session_high_breakout,44.6809,49.734,-0.9574,time10_lt2_hard6,33.7234,0.8456127708024808
kumo_addition_optimal,2025-11-21,ALB,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,38.0,7.0,,,next_open,26.9916,31.6562,-0.8517,time10_lt2_hard6,64.5003,0.0503163029839201
kumo_addition_optimal,2025-11-21,WBD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,35.0,7.0,,,next_open,25.518,30.7474,-1.569,swinglow3_after8,27.9146,-0.0163638822031995
video_context_optimal,2025-11-21,WMT,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,1.0,8.0,14.0,,next_open,6.7582,11.4749,-1.5186,time10_lt2_hard6,11.8719,-0.2135163826537925
kumo_addition_optimal,2025-11-24,FOXA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,72.0,7.0,,,next_open,14.1198,15.5442,-0.3251,time10_lt2_hard6,12.8348,0.1405980795637413
kumo_addition_optimal,2025-11-24,KGC,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,96.0,7.0,,,next_open,13.9926,15.3474,-0.4064,time10_lt2_hard6,44.3778,0.9513037387494672
kumo_addition_optimal,2025-11-24,VIK,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,97.0,7.0,,,next_open,13.7899,16.1245,-0.1946,fixed_t8_s4,8.0,-0.0670245011481169
video_context_optimal,2025-11-24,GLD,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,39.0,7.0,28.0,,next_open,8.6297,8.8112,-0.5772,partial_t4_trail8,12.2414,0.0373804182629578
kumo_addition_optimal,2025-11-25,B,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,82.0,7.0,,,next_open,15.1799,17.7141,-0.1774,time10_lt2_hard6,30.0304,0.2382947895119011
kumo_addition_optimal,2025-11-25,LITE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,59.0,7.0,,,next_open,36.6372,38.5975,-3.6927,time10_lt2_hard6,14.7329,0.7511367482859304
kumo_addition_optimal,2025-11-25,SLV,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,67.0,7.0,,,next_open,38.0258,38.5014,-0.3488,time10_lt2_hard6,107.9896,-0.2764371368350862
kumo_addition_optimal,2025-11-26,LITE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,78.0,7.0,,,next_open,26.9806,30.4998,-6.252,fixed_t4_s2,4.0,0.7573902539273564
kumo_addition_optimal,2025-11-26,PAAS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,14.0,8.0,,,next_open,25.995,27.0184,-1.2497,time10_lt2_hard6,46.3041,0.7770440811340524
kumo_addition_optimal,2025-11-26,SLV,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,79.0,7.0,,,prior_session_high_breakout,42.722,43.3964,0.0,time10_lt2_hard6,104.7514,0.784750534032172
kumo_addition_optimal,2025-11-28,AGQ,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,58.0,7.0,,,next_open,50.268,82.2658,-3.7794,time10_lt2_hard6,262.642,0.773060165168832
kumo_addition_optimal,2025-11-28,ARWR,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,92.0,7.0,,,next_open,32.9387,38.1707,-0.2673,swinglow3_after8,29.8644,0.6703188934046529
kumo_addition_optimal,2025-11-28,SLV,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,33.0,7.0,24.0,,next_open,26.6975,36.9975,-1.6445,time10_lt2_hard6,102.8467,0.887650232798258
video_context_optimal,2025-11-28,GLD,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,31.0,7.0,25.0,,next_open,1.9815,7.1273,-1.9712,giveback35_after8,26.7882,-0.0396057781825129
video_context_optimal,2025-11-28,SLV,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,33.0,7.0,24.0,,next_open,26.6975,36.9975,-1.6445,time10_lt2_hard6,102.8467,0.887650232798258
kumo_addition_optimal,2025-12-01,CVNA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,6.0,8.0,,,next_open,13.2929,28.0047,-1.622,swinglow3_after8,19.7705,-0.2600564282443148
kumo_addition_optimal,2025-12-01,GM,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,96.0,7.0,,,next_open,12.5496,14.3951,-1.4491,time10_lt2_hard6,17.9221,-0.0307510926478129
kumo_addition_optimal,2025-12-01,WBD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,7.0,8.0,,,next_open,19.3814,23.7113,-0.9072,swinglow3_after8,21.0309,0.1341432865308816
kumo_addition_optimal,2025-12-02,COHR,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,93.0,7.0,33.0,,next_open,12.2893,21.7923,-3.7476,time10_lt2_hard6,30.1941,0.0498921757709923
kumo_addition_optimal,2025-12-02,CVNA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,7.0,8.0,,,next_open,10.7969,27.3097,-0.32,swinglow3_after8,19.1202,-0.0845693811071922
kumo_addition_optimal,2025-12-02,WBD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,6.0,8.0,,,next_open,18.8156,23.7624,-0.8045,swinglow3_after8,21.0809,0.4336409156304439
video_context_optimal,2025-12-02,COHR,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,93.0,7.0,33.0,,next_open,12.2893,21.7923,-3.7476,time10_lt2_hard6,30.1941,0.0498921757709923
video_context_optimal,2025-12-02,CSCO,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,86.0,7.0,2.0,,next_open,0.5288,5.5233,-1.2209,fixed_t4_s2,4.0,0.2283264838393817
video_context_optimal,2025-12-02,GLD,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,71.0,7.0,32.0,,next_open,2.0323,7.7202,-1.1455,giveback35_after8,20.2868,-0.1239143340486282
kumo_addition_optimal,2025-12-03,COHR,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,90.0,7.0,,,next_open,14.5814,18.0366,-0.1356,sector_etf_weak3d,13.638,0.4352428999163115
kumo_addition_optimal,2025-12-03,PAAS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,31.0,8.0,,,next_open,16.998,27.0184,-1.2497,time10_lt2_hard6,22.1515,0.1504077034052342
kumo_addition_optimal,2025-12-03,WBD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,10.0,8.0,,,next_open,18.1465,24.1465,-0.4966,swinglow3_after8,21.4567,0.4698921453750364
video_context_optimal,2025-12-03,GDXJ,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,11.0,8.0,41.0,,next_open,6.8832,15.3527,-1.4918,time10_lt2_hard6,17.3732,-0.3574355476777796
video_context_optimal,2025-12-03,GLD,optimal,kumo_with_george_video_context,realistic_entry_triggered;mfe20_ge_8;target4_before_stop2;normal_winner,66.0,7.0,45.0,,next_open,2.9127,8.149,-0.7521,partial_t4_trail8,12.597,-0.5443819738339531
video_context_optimal,2025-12-03,XLF,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,73.0,7.0,48.0,,next_open,2.5378,4.29,-0.7091,fixed_t4_s2,4.0,0.4084391059220468
kumo_addition_optimal,2025-12-04,PSLV,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,32.0,8.0,,,next_open,30.3249,34.935,-0.8767,time10_lt2_hard6,39.3502,0.8056303289734963
kumo_addition_optimal,2025-12-04,SIVR,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,31.0,8.0,,,next_open,30.9249,35.0253,-0.849,time10_lt2_hard6,46.4415,0.6002401405058698
kumo_addition_optimal,2025-12-04,SLV,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,4.0,8.0,28.0,,next_open,31.0567,35.1262,-0.8537,time10_lt2_hard6,46.6135,0.7499378880773337
video_context_optimal,2025-12-04,FIVE,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,96.0,7.0,9.0,,next_open,17.2151,17.4297,-0.0954,time10_lt2_hard6,17.2687,-0.2857963583876374
video_context_optimal,2025-12-04,GLD,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,65.0,7.0,27.0,,next_open,5.0807,7.5375,-1.3132,giveback35_after8,20.1421,-0.4498269172579255
video_context_optimal,2025-12-04,SLV,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,4.0,8.0,28.0,,next_open,31.0567,35.1262,-0.8537,time10_lt2_hard6,46.6135,0.7499378880773337
kumo_addition_optimal,2025-12-05,PSLV,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,40.0,8.0,,,next_open,38.4892,38.7975,-1.2333,time10_lt2_hard6,43.1141,0.5908369377769331
kumo_addition_optimal,2025-12-05,SIVR,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,48.0,8.0,,,next_open,39.3192,39.5983,-1.1347,time10_lt2_hard6,49.4733,0.4562065716043443
kumo_addition_optimal,2025-12-05,SLV,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,5.0,8.0,,,next_open,39.0219,39.6105,-1.1912,time10_lt2_hard6,49.3855,0.6261796589767628
kumo_addition_optimal,2025-12-08,AGQ,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,42.0,8.0,,,prior_session_high_breakout,62.9501,78.1943,-0.0606,swinglow3_after8,36.1929,0.230140195405091
kumo_addition_optimal,2025-12-08,RKLB,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,87.0,7.0,,,next_open,63.3418,68.3584,-1.7373,time10_lt2_hard6,29.2212,0.8415011546759052
kumo_addition_optimal,2025-12-08,SIVR,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,59.0,8.0,,,prior_session_high_breakout,32.929,38.2537,0.0,time10_lt2_hard6,25.5621,0.0579385062587026
