example_type,scan_date,symbol,trade_bucket,source_bucket,reason_codes,kumo_rank_by_score,kumo_score,george_rank,george_watchlist_rank,best_entry_assumption,best_entry_ret_20d_close_pct,best_entry_mfe_20d_pct,best_entry_mae_20d_pct,best_deployable_exit_policy_id,best_deployable_total_equity_ret_40d_pct,model_combined_score
kumo_addition_optimal,2025-05-05,CVNA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,90.0,7.0,,,next_open,33.3804,33.702,-0.5922,time10_lt2_hard6,34.6627,
kumo_addition_optimal,2025-05-05,GE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,5.0,8.0,,,next_open,20.799,21.5901,-0.0485,time10_lt2_hard6,18.6778,
kumo_addition_optimal,2025-05-05,INTU,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,76.0,7.0,,,next_open,22.2478,22.7962,-0.4093,giveback35_after8,23.693,
kumo_addition_optimal,2025-05-06,CVNA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,78.0,7.0,,,next_open,34.6055,35.2559,-0.3855,time10_lt2_hard6,35.6531,
kumo_addition_optimal,2025-05-06,DAVE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,57.0,8.0,,,next_open,95.644,108.1971,0.0,time10_lt2_hard6,166.2667,
kumo_addition_optimal,2025-05-06,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,84.0,7.0,,,next_open,28.2134,29.0722,-1.619,giveback35_after8,45.7131,
kumo_addition_optimal,2025-05-07,DAVE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,66.0,8.0,,,prior_session_high_breakout,55.2858,63.5746,-1.2546,time10_lt2_hard6,107.7209,
kumo_addition_optimal,2025-05-07,GE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,10.0,8.0,,,prior_session_high_breakout,19.3981,19.9353,0.0,time10_lt2_hard6,17.8436,
kumo_addition_optimal,2025-05-07,INTU,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,79.0,7.0,,,prior_session_high_breakout,19.0465,20.1886,-0.2005,giveback35_after8,21.7674,
kumo_addition_optimal,2025-05-08,DAVE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,18.0,8.0,,,next_open,45.4074,45.8143,-2.0805,time10_lt2_hard6,72.0014,
kumo_addition_optimal,2025-05-08,GE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,5.0,8.0,,,next_open,18.7817,19.6366,-1.8865,time10_lt2_hard6,14.7949,
kumo_addition_optimal,2025-05-08,SNOW,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,76.0,7.0,,,next_open,20.48,22.76,-1.7143,giveback35_after8,27.7143,
video_context_optimal,2025-05-08,MSFT,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,51.0,7.0,3.0,,next_open,6.9045,7.5761,-0.9364,giveback35_after8,12.8682,
video_context_optimal,2025-05-08,XLI,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,61.0,7.0,11.0,,next_open,6.355,6.8173,-0.7852,giveback35_after8,9.239,
kumo_addition_optimal,2025-05-09,CDE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,89.0,7.0,,,next_open,26.1663,31.0345,-3.313,swinglow3_after8,25.355,
kumo_addition_optimal,2025-05-09,SNOW,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,61.0,7.0,,,next_open,16.3888,18.5858,-1.9265,time10_lt2_hard6,22.4884,
kumo_addition_optimal,2025-05-09,TMDX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,59.0,7.0,,,next_open,21.9384,23.0581,-3.7071,time10_lt2_hard6,10.5756,
kumo_addition_optimal,2025-05-12,DAVE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,16.0,8.0,,,next_open,29.6202,31.3979,-0.1733,time10_lt2_hard6,32.7369,
kumo_addition_optimal,2025-05-12,QBTS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,49.0,7.0,,,next_open,53.8531,79.1931,-6.0743,fixed_t4_s2,-2.0,
kumo_addition_optimal,2025-05-12,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,59.0,7.0,,,next_open,26.8903,30.2313,-0.7439,time10_lt2_hard6,42.0668,
video_context_optimal,2025-05-12,KLAC,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,35.0,7.0,12.0,,next_open,12.7092,12.7842,-2.5737,time10_lt2_hard6,22.1868,
kumo_addition_optimal,2025-05-13,QBTS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,83.0,7.0,,,next_open,51.9196,80.6673,-3.1079,swinglow3_after8,54.1133,
kumo_addition_optimal,2025-05-13,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,62.0,7.0,,,prior_session_high_breakout,24.2506,24.6124,0.0,giveback35_after8,36.5504,
kumo_addition_optimal,2025-05-13,TME,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,16.0,8.0,,,next_open,20.8062,26.1378,0.0,time10_lt2_hard6,28.6736,
kumo_addition_optimal,2025-05-14,DAVE,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,21.0,8.0,,,pullback_1pct_reclaim,31.4991,34.2587,-1.4792,time10_lt2_hard6,18.1422,
kumo_addition_optimal,2025-05-14,QBTS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,58.0,7.0,,,next_open,44.9827,79.6818,-3.6364,swinglow3_after8,53.2727,
kumo_addition_optimal,2025-05-14,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,63.0,7.0,,,next_open,19.2751,23.0875,-1.3544,giveback35_after8,40.2433,
video_context_optimal,2025-05-14,MSFT,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,35.0,7.0,10.0,,next_open,6.235,6.5777,-0.4515,giveback35_after8,11.5925,
kumo_addition_optimal,2025-05-15,HOOD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,48.0,7.0,,,next_open,18.7423,27.7399,-2.0112,time10_lt2_hard6,63.0901,
kumo_addition_optimal,2025-05-15,QBTS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,56.0,7.0,,,next_open,33.8339,74.6025,0.0,swinglow3_after8,48.9399,
kumo_addition_optimal,2025-05-15,TD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,27.0,8.0,,,next_open,9.189,9.5436,-1.1409,giveback35_after8,13.2439,
kumo_addition_optimal,2025-05-16,HOOD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,52.0,7.0,,,next_open,28.26,29.9808,-0.2922,time10_lt2_hard6,72.414,
kumo_addition_optimal,2025-05-16,QBTS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,54.0,7.0,,,next_open,27.4752,57.8674,-5.0319,time10_lt2_hard6,34.9042,
kumo_addition_optimal,2025-05-16,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,79.0,7.0,,,next_open,27.0062,27.3348,-0.594,giveback35_after8,50.1959,
kumo_addition_optimal,2025-05-19,AEVA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,40.0,8.0,,,next_open,74.4595,80.8108,-7.1547,fixed_t4_s2,-2.0,
kumo_addition_optimal,2025-05-19,HOOD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,67.0,7.0,,,next_open,16.8026,21.4866,-2.1989,time10_lt2_hard6,64.4316,
kumo_addition_optimal,2025-05-19,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,12.0,8.0,,,next_open,23.7786,24.2194,-1.9713,giveback35_after8,49.8959,
video_context_optimal,2025-05-19,MSFT,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,60.0,7.0,2.0,,next_open,4.9277,5.5103,-1.4662,giveback35_after8,12.3817,
kumo_addition_optimal,2025-05-20,CRWD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,91.0,7.0,,,next_open,11.0737,12.9579,-1.5568,time10_lt2_hard6,8.9652,
kumo_addition_optimal,2025-05-20,HOOD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,74.0,7.0,,,next_open,22.6506,22.916,-2.2295,time10_lt2_hard6,71.2145,
kumo_addition_optimal,2025-05-20,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,9.0,8.0,,,next_open,26.6379,27.1191,-1.1351,giveback35_after8,53.6089,
kumo_addition_optimal,2025-05-21,ARKK,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,88.0,7.0,,,next_open,22.0646,22.8725,-1.2208,partial_t4_trail8,20.9497,
kumo_addition_optimal,2025-05-21,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,9.0,8.0,,,next_open,25.7707,27.7065,-1.1961,giveback35_after8,53.5512,
kumo_addition_optimal,2025-05-21,VST,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,87.0,7.0,,,next_open,21.5364,21.7991,-1.7823,time10_lt2_hard6,23.5916,
kumo_addition_optimal,2025-05-22,QUBT,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,59.0,7.0,,,next_open,53.1333,91.8358,-4.2365,time10_lt2_hard6,48.3672,
kumo_addition_optimal,2025-05-22,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,6.0,8.0,,,next_open,28.5714,29.9752,-0.4596,giveback35_after8,49.0807,
kumo_addition_optimal,2025-05-22,VRNA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,25.0,8.0,,,next_open,34.8104,34.9743,-1.3752,time10_lt2_hard6,45.8675,
kumo_addition_optimal,2025-05-23,LEU,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,62.0,7.0,,,next_open,65.7888,82.4646,0.0,time10_lt2_hard6,98.1781,
kumo_addition_optimal,2025-05-23,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,8.0,8.0,,,prior_session_high_breakout,25.2404,26.4663,0.0,time10_lt2_hard6,42.8966,
kumo_addition_optimal,2025-05-23,SMR,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,46.0,7.0,,,next_open,42.2456,49.1933,-3.0952,time10_lt2_hard6,55.9104,
kumo_addition_optimal,2025-05-27,AKRO,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,24.0,8.0,,,next_open,19.9041,24.4168,-2.0275,swinglow3_after8,13.9743,
kumo_addition_optimal,2025-05-27,NGD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,32.0,8.0,,,next_open,12.297,17.4014,-0.9281,swinglow3_after8,10.2088,
kumo_addition_optimal,2025-05-27,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,7.0,8.0,,,next_open,20.9146,23.795,-1.548,time10_lt2_hard6,38.8667,
kumo_addition_optimal,2025-05-28,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,9.0,8.0,,,next_open,23.4786,24.4194,-1.519,time10_lt2_hard6,39.907,
kumo_addition_optimal,2025-05-28,STX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,70.0,7.0,,,next_open,19.6751,19.7686,-1.0888,time10_lt2_hard6,29.8231,
kumo_addition_optimal,2025-05-28,VRNA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,38.0,8.0,,,next_open,27.5676,33.7973,-1.1622,time10_lt2_hard6,42.2973,
kumo_addition_optimal,2025-05-29,KTOS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,39.0,8.0,,,next_open,26.6998,29.8228,-0.8292,time10_lt2_hard6,64.4555,
kumo_addition_optimal,2025-05-29,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,11.0,8.0,,,next_open,23.0653,23.3916,-1.6142,time10_lt2_hard6,40.9091,
kumo_addition_optimal,2025-05-29,SMR,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,52.0,7.0,,,next_open,21.3558,44.2075,-5.6015,time10_lt2_hard6,62.317,
video_context_optimal,2025-05-29,CRWD,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,1.0,8.0,7.0,,next_open,8.0731,9.5925,-3.6296,fixed_t8_s4,8.0,
video_context_optimal,2025-05-29,DRI,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,12.0,8.0,9.0,,next_open,1.6126,7.3202,-0.0823,fixed_t4_s2,4.0,
video_context_optimal,2025-05-29,GDX,optimal,kumo_with_george_video_context,realistic_entry_triggered;mfe20_ge_8;target4_before_stop2;normal_winner,8.0,8.0,24.0,,next_open,1.8255,9.7292,-0.2608,fixed_t8_s4,8.0,
kumo_addition_optimal,2025-05-30,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,7.0,8.0,,,prior_session_high_breakout,20.6422,21.7546,0.0,time10_lt2_hard6,35.3211,
kumo_addition_optimal,2025-05-30,SPOT,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,41.0,7.0,,,next_open,16.2636,18.9394,-0.4788,fixed_t8_s4,8.0,
kumo_addition_optimal,2025-05-30,STX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,73.0,7.0,,,next_open,23.3484,23.4766,-0.1949,time10_lt2_hard6,31.6127,
video_context_optimal,2025-05-30,GDX,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,9.0,8.0,5.0,,next_open,0.7541,5.7618,-2.7069,fixed_t4_s2,4.0,
kumo_addition_optimal,2025-06-02,C,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,75.0,7.0,,,next_open,14.042,14.3402,-0.2512,giveback35_after8,26.709,
kumo_addition_optimal,2025-06-02,RCL,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,84.0,7.0,,,next_open,20.2442,21.3509,-2.4614,swinglow3_after8,27.5138,
kumo_addition_optimal,2025-06-02,STX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,91.0,7.0,,,next_open,21.78,22.3594,-0.2939,time10_lt2_hard6,24.1646,
video_context_optimal,2025-06-02,GDXJ,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,5.0,8.0,24.0,,next_open,-1.3168,5.1061,-5.0158,fixed_t4_s2,4.0,
video_context_optimal,2025-06-02,META,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;normal_winner,53.0,7.0,30.0,,next_open,6.9797,11.3866,-0.9554,fixed_t8_s4,8.0,
video_context_optimal,2025-06-02,RBLX,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,67.0,7.0,16.0,,next_open,11.0865,17.7051,-1.6075,time10_lt2_hard6,38.8692,
kumo_addition_optimal,2025-06-03,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,95.0,7.0,,,next_open,14.7211,18.4801,0.0,time10_lt2_hard6,52.0478,
kumo_addition_optimal,2025-06-03,RCL,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,93.0,7.0,,,next_open,21.8254,22.1056,-4.5093,swinglow3_after8,24.8366,
kumo_addition_optimal,2025-06-03,STX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,90.0,7.0,,,next_open,22.7916,22.9775,0.0,time10_lt2_hard6,26.9943,
kumo_addition_optimal,2025-06-04,ASTS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,75.0,7.0,,,next_open,63.9537,92.6913,-1.1758,time10_lt2_hard6,86.4171,
kumo_addition_optimal,2025-06-04,HOOD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,63.0,7.0,,,next_open,27.981,37.1584,-6.7845,partial_t4_trail8,0.6581,
kumo_addition_optimal,2025-06-04,REVG,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,26.0,8.0,,,next_open,18.6821,18.7766,-1.0156,time10_lt2_hard6,14.2419,
video_context_optimal,2025-06-04,META,optimal,kumo_with_george_video_context,realistic_entry_triggered;mfe20_ge_8;target4_before_stop2;normal_winner,57.0,7.0,20.0,,next_open,3.7764,8.1312,-1.8781,fixed_t8_s4,8.0,
video_context_optimal,2025-06-04,MSFT,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,58.0,7.0,14.0,,next_open,7.2893,7.7007,-0.1989,time10_lt2_hard6,12.7399,
kumo_addition_optimal,2025-06-05,REVG,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,49.0,8.0,,,next_open,14.4039,15.6444,-1.7689,swinglow3_after8,11.4634,
kumo_addition_optimal,2025-06-05,SMH,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,64.0,7.0,,,next_open,10.3437,12.4855,-0.4082,time10_lt2_hard6,14.2873,
kumo_addition_optimal,2025-06-05,TSM,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,62.0,7.0,,,next_open,12.57,16.7011,-0.1719,time10_lt2_hard6,17.2807,
kumo_addition_optimal,2025-06-06,ASTS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,89.0,7.0,,,prior_session_high_breakout,40.2726,67.4408,0.0,time10_lt2_hard6,63.259,
kumo_addition_optimal,2025-06-06,KLAC,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,75.0,7.0,,,next_open,13.344,14.4291,0.0,time10_lt2_hard6,8.9285,
kumo_addition_optimal,2025-06-06,SMH,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,63.0,7.0,,,next_open,11.1686,11.8392,0.0,time10_lt2_hard6,12.7216,
video_context_optimal,2025-06-06,MSFT,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,56.0,7.0,7.0,,next_open,5.7313,6.6127,-0.5834,time10_lt2_hard6,12.4548,
kumo_addition_optimal,2025-06-09,GS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,76.0,7.0,,,next_open,13.6313,18.4339,-0.6017,time10_lt2_hard6,18.2284,
kumo_addition_optimal,2025-06-09,RBLX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,71.0,7.0,,,next_open,14.722,16.1415,-1.441,time10_lt2_hard6,44.2521,
kumo_addition_optimal,2025-06-09,VRNA,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,49.0,8.0,,,next_open,23.628,23.8404,-0.0354,time10_lt2_hard6,24.4541,
video_context_optimal,2025-06-09,MSFT,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,59.0,7.0,10.0,,next_open,6.8604,7.5544,-0.8967,giveback35_after8,11.6244,
video_context_optimal,2025-06-09,XLC,optimal,kumo_with_george_video_context,realistic_entry_triggered;target4_before_stop2;normal_winner,85.0,7.0,23.0,,next_open,3.1407,4.7592,-1.7431,fixed_t4_s2,4.0,
kumo_addition_optimal,2025-06-10,ASTS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,7.0,8.0,,,next_open,23.1803,51.3155,-1.0918,swinglow3_after8,36.507,
kumo_addition_optimal,2025-06-10,HOOD,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,44.0,7.0,,,next_open,35.1403,38.0972,-1.8617,time10_lt2_hard6,52.5258,
kumo_addition_optimal,2025-06-10,JBL,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,85.0,7.0,,,next_open,24.4985,28.206,-1.3523,giveback35_after8,24.2337,
kumo_addition_optimal,2025-06-11,ASTS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,7.0,8.0,,,next_open,27.1311,50.3265,-0.3894,swinglow3_after8,35.6148,
kumo_addition_optimal,2025-06-11,LEU,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;runner_candidate;normal_winner,86.0,7.0,,,next_open,32.3416,35.4913,-3.1803,time10_lt2_hard6,43.0816,
kumo_addition_optimal,2025-06-11,MP,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,78.0,7.0,,,next_open,76.5857,99.6085,-1.4487,time10_lt2_hard6,190.0548,
video_context_optimal,2025-06-11,GS,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,48.0,7.0,8.0,,next_open,13.5185,16.9082,-1.8374,time10_lt2_hard6,16.1465,
video_context_optimal,2025-06-11,MSFT,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,33.0,7.0,18.0,,next_open,5.9576,6.686,-0.5284,time10_lt2_hard6,9.9364,
video_context_optimal,2025-06-11,SMH,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,37.0,7.0,9.0,,next_open,10.5629,11.1051,-1.542,time10_lt2_hard6,12.8201,
kumo_addition_optimal,2025-06-12,ASTS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,8.0,8.0,,,next_open,32.2563,49.1443,-0.1104,swinglow3_after8,34.5483,
kumo_addition_optimal,2025-06-12,FLEX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,15.0,8.0,,,next_open,21.2072,22.4423,-0.1969,time10_lt2_hard6,16.8958,
kumo_addition_optimal,2025-06-12,STX,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,82.0,7.0,,,next_open,19.142,21.5627,-0.4314,time10_lt2_hard6,21.1872,
video_context_optimal,2025-06-12,MSFT,optimal,kumo_with_george_video_context,realistic_entry_triggered;ret20_ge_4;target4_before_stop2;normal_winner,38.0,7.0,17.0,,next_open,5.5855,6.3748,-0.8186,time10_lt2_hard6,9.5212,
kumo_addition_optimal,2025-06-13,ASTS,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,7.0,8.0,,,next_open,30.1325,37.6717,-1.2736,time10_lt2_hard6,25.9042,
kumo_addition_optimal,2025-06-13,FN,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,100.0,7.0,,,next_open,21.5588,22.2473,-0.0483,time10_lt2_hard6,40.2351,
kumo_addition_optimal,2025-06-13,MP,optimal,kumo_only,realistic_entry_triggered;ret20_ge_4;mfe20_ge_8;target4_before_stop2;runner_candidate;normal_winner,9.0,8.0,,,next_open,85.0918,99.7868,-6.0057,giveback35_after8,15.7595,
