variant_id,family,ret_pct,dd_pct,orders,buy_orders,closed_trades,open_trades,closed_win_rate,closed_loser_count,net_profit_est,closed_realized_pnl,implied_open_pnl,avg_closed_pnl,median_closed_pnl,avg_mfe,avg_mae,avg_duration_days,avg_decision_rank,avg_decision_gap,avg_decision_vol,worst_symbol,worst_pnl,worst_mfe,worst_mae,best_mfe_symbol,best_mfe,entry_symbols,open_symbols
combo_target_08_top3,mfe_target,12.402,11.2,531,192,175,17,0.800,35,12402.00,21389.01,-8987.01,122.223,212.060,387.433,-395.601,23.374,513.832,0.046,7.480,UPST,-2487.640,34.390,-2487.640,AMPX,1195.290,AAL AAOI ABT ABVX ACHR AIG AMDL AMKR AMPX APLD AR ARM ATI AU AVAV AZPN B BA BABA BG BIDU BIIB BITX BJ BKR BN BSX C CAR CCI CCJ CEG CME COHR CONL COPX CRSP CRWD CTSH DOCN EBAY EL ELF ERJ ESTC EXPD EZU F FBTC FFIV FI FIX FN FOUR FOXA FROG FTI FXI GBTC GDS GDXU GE GGLL GLW GNRC H HALO HAS HIMS HOOD HPE HSY HUT HWM IBIT ILMN INSM IREN JBL JLL JOBY KGC KLAC KNX KTOS KWEB LEU LHX LNG LOW MA MARA MDGL MELI META MIR MP MRVL NEM NFLX NLR NOC NRG NTES NTRA NU NUGT NVDL NVT NXT OSCR PAAS PCAR PHYS PM PTC QBTS QS QURE RBLX RMBS ROIV RTX RUN RVMD SAP SATS SBUX SCCO SHAK SHOP SIVR SMR SOUN SOXL SPOT SQQQ TECL TMUS TOL TPR TSM TTMI U UAL UEC UPST URA URBN USO UTHR VIK VST WULF WWD XP XPEV YMM Z,AMDL AZPN BG BIIB COPX EL GNRC KNX NLR NTRA PCAR PHYS PTC ROIV SQQQ VIK WWD
combo_target_06_fullcarry,mfe_target,8.217,15.0,555,202,183,19,0.809,35,8217.00,21207.36,-12990.36,115.887,304.750,368.395,-417.870,22.777,514.442,0.045,7.358,UPST,-2448.150,33.840,-2448.150,APLD,1250.570,AAL AAOI ABT ABVX ACHR AIG AMDL AMGN AMKR AMPX APLD AR ARM ATI AU AVAV B BA BABA BE BG BIDU BIIB BITX BJ BKR BN BSX C CAR CCI CCJ CCL CEG CLS CME COHR CONL COPX CRL CRWD DAVE DOCN EBAY EL ELF EQT ERJ EXPD EZU FBTC FFIV FI FIX FLEX FN FOXA FROG FTI FUTU FXI GBTC GDS GDXU GE GLW GNRC HALO HAS HIMS HOOD HPE HSY HUT HWM IBIT ILMN INOD INSM IREN JBL JLL JOBY KGC KLAC KNX KTOS KWEB LEU LHX LITE LMND LNG LOW MAR MDGL MELI META MIR MP MRVL MTCH NEM NFLX NLR NOC NRG NTES NTRA NU NUGT NVDL NVMI NVT NXT ONTO OSCR PAAS PCAR PDD PGY PTC QBTS QS RBLX RKLB ROIV RTX RUN RVMD SATS SBUX SCCO SHAK SHOP SIVR SMR SOUN SOXL SPOT SQQQ TECL TOL TPR TSM TTMI U UAL UEC UPST URA URBN USO VIK VSAT VST WULF WWD XHB XPEV YMM Z,AMDL AMGN BG BIIB COPX EL FROG INOD KNX MTCH NLR NTRA PCAR PTC ROIV SQQQ UEC VIK WWD
combo_target_06_top3,mfe_target,7.954,11.9,551,201,181,20,0.812,34,7954.00,18131.51,-10177.51,100.174,305.190,331.402,-415.660,23.238,518.460,0.045,7.482,UPST,-2369.180,32.750,-2369.180,QBTS,1065.800,AAL AAOI ABT ABVX ACHR AIG AMDL AMGN AMKR APLD AR ARM ASX ATI AU AVAV BA BABA BE BIDU BIIB BITX BJ BKR BN BSX C CAR CCI CCJ CCL CEG CLS CME COHR CONL COPX CRWD DAL DE DOCN EBAY EL ELF EQT ERJ EXK EXPD EZU F FBTC FFIV FI FIX FLEX FN FOUR FOXA FROG FTI FUTU FXI GBTC GDS GDXU GE GGLL GLW GNRC HALO HAS HIMS HOOD HPE HSY HUT HWM IBIT ILMN INOD INSM IREN JBL JLL JOBY KGC KLAC KNX KTOS KWEB LEU LHX LITE LMND LNG LOW MA MDGL META MIR MP MRVL MTCH NEM NFLX NOC NRG NTES NTRA NU NUGT NVDL NVMI NVT NXT ONTO OSCR PAAS PCAR PGY PHYS PTC QBTS QSR RACE RBLX RMBS ROIV RTX RUN RVMD SATS SBUX SCCO SHAK SHOP SIVR SMR SOUN SOXL SPOT SQQQ TECL TMDX TOL TPR TSM TTMI U UAL UEC UPST URA URBN USO UTHR VIK VLY VSAT VST WULF WWD XHB XP YMM,AMDL AMGN ASX BIIB COPX EL FROG INOD KNX MTCH PCAR PHYS PTC QSR ROIV SIVR SQQQ TMDX VIK WWD
combo_target_04_top3,mfe_target,7.825,11.2,650,233,216,17,0.847,33,7825.00,18894.53,-11069.53,87.475,220.495,266.648,-355.249,17.719,517.000,0.046,7.054,UPST,-2448.150,33.840,-2448.150,U,1135.630,AAL AAOI ABT ABVX ACHR ADM AG AIG AKAM AMDL AMGN AMKR AMPX APLD AR ARM ATI AU AVAV AZPN B BA BABA BG BIDU BIIB BITX BJ BKR BLD BN BSX C CAR CCI CCJ CCL CDNS CEG CLS CME COHR CONL COPX CORZ CRL CRWD CVNA DAL DAVE DE DOCN EAT EBAY EL ELF ERJ ESTC EXK EXPD EZU F FBTC FFIV FI FIX FN FOUR FOXA FROG FTI FUTU FXI GBTC GDXU GE GFI GGLL GLW GNRC HALO HAS HIMS HLT HOOD HPE HSY HUT HWM IBIT ILMN INOD INSM IONS IREN JBL JLL JOBY KGC KLAC KTOS KWEB LEU LHX LITE LMND LNG LOW MA MARA MCHI MDGL MEDP MELI META MIR MP MRVL MS NEM NFLX NLR NOC NRG NTES NTRA NU NUGT NVDL NVMI NVT NXT OSCR PAAS PDD PGY PHYS PM PTC QBTS QS QSR QURE RACE RBLX RCL RKLB ROIV RTX RUN RVMD SAP SBUX SCCO SHAK SHOP SIVR SMR SOUN SOXL SPOT SQQQ TECL TMDX TOL TPR TRGP TSM TTMI U UAL UEC UPST URA URBN USO UTHR VIK VLY VSAT VST WULF WWD XHB XP YMM Z,ADM AKAM AMDL AMGN AZPN BG BIIB EL FROG INOD NTRA PTC QSR ROIV SIVR SQQQ TMDX
combo_target_08_fullcarry,mfe_target,7.232,10.7,510,186,168,18,0.798,34,7232.00,18847.03,-11615.03,112.185,223.780,391.968,-388.066,24.288,528.152,0.046,7.384,UPST,-2448.150,33.840,-2448.150,APLD,1245.290,AAL ABT ABVX ACHR AIG AMDL AMKR AMPX APLD AR ARM ATI AU AVAV AZPN B BA BABA BG BIIB BITX BJ BKR BN BSX C CAR CCI CCJ CEG CME COHR CONL CRL CRSP CRWD CTSH DE EBAY EL ERJ EXPD EZU F FBTC FFIV FI FIX FN FOXA FROG FTI FUTU FXI GBTC GDS GDXU GE GGLL GLW HALO HAS HIMS HOOD HPE HSY HUT HWM IBIT ILMN INOD INSM IREN JBL JLL JOBY KGC KLAC KNX KTOS KWEB LEU LHX LMND LNG LOW MA MDGL META MIR MP MRVL MS MTCH NEM NFLX NOC NRG NTES NTRA NU NUGT NVDL NVMI NVT NXT OSCR PAAS PCAR PGY PHYS PM PTC QBTS QSR RBLX RMBS ROIV RTX RUN RVMD SATS SBUX SCCO SHAK SHOP SIVR SMR SOUN SOXL SPOT SQQQ SYM TECL TMDX TOL TPR TSM TTMI U UAL UEC UPST URA URBN USO VIK VLY VST WWD XP XPEV YMM Z,AMDL AZPN BG BIIB EL INOD KNX MTCH PCAR PHYS PTC QSR ROIV SQQQ TMDX UEC VIK WWD
combo_target_10_fullcarry,mfe_target,4.587,10.2,502,183,165,18,0.782,36,4587.00,12050.53,-7463.53,73.034,190.120,386.115,-410.810,24.986,497.156,0.045,7.564,UPST,-2369.180,32.750,-2369.180,APLD,1203.080,AAL AAOI ABT ABVX ACHR AIG AMGN AMKR APLD AR ARM ATI AU AVAV AZPN B BA BABA BG BIDU BITX BJ BKR BN BSX C CAR CCI CCJ CEG CME COHR CONL COPX CRWD DOCN EBAY EL ELF ERJ EXK EXPD EZU FBTC FFIV FI FIX FN FOXA FROG FTI FUTU FXI GBTC GDS GDXU GE GGLL GLW HALO HAS HIMS HLT HOOD HPE HSY HUT HWM IAUM IBIT ILMN INOD INSM IREN JBL JLL JOBY KGC KLAC KNX KTOS KWEB LEU LHX LITE LMND LNG LOW MA MDGL MELI META MIR MP MRVL MTCH NEM NFLX NOC NRG NTES NTRA NU NUGT NVT OSCR PAAS PCAR PGY PHYS PTC QBTS QS RBLX ROIV RTX RVMD SATS SCCO SHAK SHOP SIVR SMR SOUN SOXL SPOT SQQQ TECL TMUS TOL TPR TSM TTMI U UAL UBER UEC UPST URA URBN USO UTHR VIK VSAT VST WULF WWD YMM,AAL AMGN AZPN BG COPX EL FROG IAUM INOD KNX MTCH NTRA PCAR PHYS PTC ROIV SQQQ WWD
