variant_id,family,wave,base_module,hypothesis,sweep_config_hash,window,ok,sharpe,ret_pct,dd_pct,orders,realized_net,unrealized,closed_trades,closed_wins,closed_losses,closed_win_rate,artifact_path,artifact_sha256,run_dir,result_path,error
giveback_no_bull_scanner_off,real_strategy_control,2,strategies.realized_giveback_no_bull,Best return/DD realized candidate from #408: tight giveback without bullish-structure veto. Scanner disabled control.,36f10f9c1685,jan2025_proof,True,6.577,3.697,1.9,87,5549.30,"$-1,787.89",32,29,3,90.625,,,sweeps/runs/scanner_ranker_real_strategy_jan_smoke_451/36f10f9c1685/jan2025_proof,sweeps/runs/scanner_ranker_real_strategy_jan_smoke_451/36f10f9c1685/jan2025_proof/backtests/2026-06-10_09-04-40/1588506909.json,
giveback_no_bull_scanner_top20,real_strategy_scanner,2,strategies.realized_giveback_no_bull,Best return/DD realized candidate from #408: tight giveback without bullish-structure veto. LambdaMART scanner gate keeps daily Top-20.,90f501618cf2,jan2025_proof,True,5.525,3.477,2.3,73,5040.13,"$-1,515.09",24,23,1,95.83333333333334,storage/bct_lambdamart_qc_safe_v1.json,8efd413bb3d05a98bc7fbd6fecd04489e1137d6c15bd845cb3bed7b29f58d4ed,sweeps/runs/scanner_ranker_real_strategy_jan_smoke_451/90f501618cf2/jan2025_proof,sweeps/runs/scanner_ranker_real_strategy_jan_smoke_451/90f501618cf2/jan2025_proof/backtests/2026-06-10_09-06-41/1383299221.json,
