variant_id,family,wave,hypothesis,sweep_config_hash,window,ok,sharpe,ret_pct,dd_pct,orders,artifact_path,artifact_sha256,run_dir,result_path,error
scanner_champion_baseline,baseline,0,"Current production champion, no learned scanner gate.",fb0e2fa2cb67,w1_2025q1,True,-0.999,-8.095,16.8,48,,,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/fb0e2fa2cb67/w1_2025q1,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/fb0e2fa2cb67/w1_2025q1/backtests/2026-06-10_02-57-16/1669746814.json,
scanner_ranker_phase_off,fallback,0,Phase present but explicitly disabled; should match baseline wiring.,4a03f90f9f6b,w1_2025q1,True,-0.999,-8.095,16.8,48,,,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/4a03f90f9f6b/w1_2025q1,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/4a03f90f9f6b/w1_2025q1/backtests/2026-06-10_03-01-44/1183909949.json,
scanner_ranker_fallback_bct_order,fallback,0,Missing model falls back to BCT signal order; proves fail-open control behavior.,6e2a61ba2e96,w1_2025q1,True,-0.999,-8.095,16.8,48,,,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/6e2a61ba2e96/w1_2025q1,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/6e2a61ba2e96/w1_2025q1/backtests/2026-06-10_03-05-59/1394937947.json,
scanner_lambdamart_top10,top_x,0,Strict George-style daily Top-10 scanner gate.,b869054ce212,w1_2025q1,True,-2.014,-6.164,7.5,28,storage/bct_lambdamart_qc_safe_v1.json,d8908f0ac221025a2415274c1a22bd79ae4e0d3aa68aed24016cb2093b9387e0,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/b869054ce212/w1_2025q1,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/b869054ce212/w1_2025q1/backtests/2026-06-10_03-10-13/1446469996.json,
scanner_lambdamart_top20,top_x,0,Balanced daily Top-20 scanner gate.,90f501618cf2,w1_2025q1,True,-1.009,-7.384,15.7,48,storage/bct_lambdamart_qc_safe_v1.json,d8908f0ac221025a2415274c1a22bd79ae4e0d3aa68aed24016cb2093b9387e0,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/90f501618cf2/w1_2025q1,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/90f501618cf2/w1_2025q1/backtests/2026-06-10_03-14-14/1795552132.json,
scanner_lambdamart_top50,top_x,0,Wide daily Top-50 scanner gate; tests whether ranking helps without starving entries.,76a95ffb70ce,w1_2025q1,True,-1.044,-8.414,17.8,48,storage/bct_lambdamart_qc_safe_v1.json,d8908f0ac221025a2415274c1a22bd79ae4e0d3aa68aed24016cb2093b9387e0,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/76a95ffb70ce/w1_2025q1,sweeps/runs/scanner_ranker_s2_q1_first_pack_w1/76a95ffb70ce/w1_2025q1/backtests/2026-06-10_03-18-51/1893907066.json,
