variant_id,family,wave,hypothesis,sweep_config_hash,window,ok,sharpe,ret_pct,dd_pct,orders,artifact_path,artifact_sha256,run_dir,result_path,error
scanner_champion_baseline,baseline,0,"Current production champion, no learned scanner gate.",fb0e2fa2cb67,fy2025_full,True,1.025,27.695,19.4,72,/Users/falk/projects/kumo-qc-bct-sector-substrate/storage/bct_lambdamart_qc_safe_v1.json,d8908f0ac221025a2415274c1a22bd79ae4e0d3aa68aed24016cb2093b9387e0,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_topx_fy2025_448/fb0e2fa2cb67/fy2025_full,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_topx_fy2025_448/fb0e2fa2cb67/fy2025_full/backtests/2026-06-09_21-33-32/1703222658.json,
scanner_lambdamart_top10,top_x,0,Strict George-style daily Top-10 scanner gate.,b869054ce212,fy2025_full,True,0.074,0.981,22.0,68,/Users/falk/projects/kumo-qc-bct-sector-substrate/storage/bct_lambdamart_qc_safe_v1.json,d8908f0ac221025a2415274c1a22bd79ae4e0d3aa68aed24016cb2093b9387e0,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_topx_fy2025_448/b869054ce212/fy2025_full,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_topx_fy2025_448/b869054ce212/fy2025_full/backtests/2026-06-09_21-51-55/1821994626.json,
scanner_lambdamart_top20,top_x,0,Balanced daily Top-20 scanner gate.,90f501618cf2,fy2025_full,True,1.065,29.133,18.8,78,/Users/falk/projects/kumo-qc-bct-sector-substrate/storage/bct_lambdamart_qc_safe_v1.json,d8908f0ac221025a2415274c1a22bd79ae4e0d3aa68aed24016cb2093b9387e0,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_topx_fy2025_448/90f501618cf2/fy2025_full,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_topx_fy2025_448/90f501618cf2/fy2025_full/backtests/2026-06-09_22-08-15/1902185391.json,
scanner_lambdamart_top50,top_x,0,Wide daily Top-50 scanner gate; tests whether ranking helps without starving entries.,76a95ffb70ce,fy2025_full,True,0.995,25.676,19.8,72,/Users/falk/projects/kumo-qc-bct-sector-substrate/storage/bct_lambdamart_qc_safe_v1.json,d8908f0ac221025a2415274c1a22bd79ae4e0d3aa68aed24016cb2093b9387e0,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_topx_fy2025_448/76a95ffb70ce/fy2025_full,/Users/falk/projects/kumo-qc-bct-sector-substrate/sweeps/runs/scanner_ranker_topx_fy2025_448/76a95ffb70ce/fy2025_full/backtests/2026-06-09_22-25-34/1834423749.json,
