base_module,symbol,entry_date,relation,off_entries,top20_entries,off_closed_pnl,top20_closed_pnl,delta_closed_pnl,off_open_lots,top20_open_lots,off_open_unrealized_est,top20_open_unrealized_est,delta_open_unrealized_est,off_avg_rank,top20_avg_rank,top20_avg_mfe_pct,top20_avg_mae_pct
strategies.realized_giveback_no_bull,AAPL,2025-01-03,shared,1,1,167.32,172.90,5.58,0,0,0.00,0.00,0.00,4.000,4.000,0.061,-0.302
strategies.realized_giveback_no_bull,AAPL,2025-09-24,added_by_top20,0,1,0.00,110.78,110.78,0,0,0.00,0.00,0.00,,4.000,0.046,-0.333
strategies.realized_giveback_no_bull,AAPL,2025-09-25,removed_by_top20,1,0,130.29,0.00,-130.29,0,0,0.00,0.00,0.00,4.000,,,
strategies.realized_giveback_no_bull,AAPL,2025-10-22,added_by_top20,0,1,0.00,162.81,162.81,0,0,0.00,0.00,0.00,,5.000,0.053,-0.350
strategies.realized_giveback_no_bull,AAPL,2025-10-23,removed_by_top20,1,0,186.59,0.00,-186.59,0,0,0.00,0.00,0.00,5.000,,,
strategies.realized_giveback_no_bull,AAPL,2025-10-30,added_by_top20,0,1,0.00,264.11,264.11,0,0,0.00,0.00,0.00,,5.000,0.062,-0.374
strategies.realized_giveback_no_bull,AAPL,2025-11-03,removed_by_top20,1,0,283.42,0.00,-283.42,0,0,0.00,0.00,0.00,7.000,,,
strategies.realized_giveback_no_bull,AAPL,2025-12-02,added_by_top20,0,1,0.00,0.00,0.00,0,1,0.00,-529.54,-529.54,,10.000,,
strategies.realized_giveback_no_bull,AAPL,2025-12-03,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-632.82,0.00,632.82,9.000,,,
strategies.realized_giveback_no_bull,ABBV,2025-01-03,shared,1,1,82.89,82.89,0.00,0,0,0.00,0.00,0.00,131.000,131.000,0.059,-0.060
strategies.realized_giveback_no_bull,ABBV,2025-02-03,shared,1,1,122.05,122.05,0.00,0,0,0.00,0.00,0.00,106.000,106.000,0.048,-0.001
strategies.realized_giveback_no_bull,ABBV,2025-02-10,shared,1,1,236.32,236.32,0.00,0,0,0.00,0.00,0.00,93.000,93.000,0.070,-0.010
strategies.realized_giveback_no_bull,ABBV,2025-02-24,shared,1,1,75.12,75.12,0.00,0,0,0.00,0.00,0.00,116.000,116.000,0.060,-0.007
strategies.realized_giveback_no_bull,ABBV,2025-03-05,shared,1,1,42.57,42.57,0.00,0,0,0.00,0.00,0.00,115.000,115.000,0.043,-0.006
strategies.realized_giveback_no_bull,ABBV,2025-03-12,shared,1,1,132.95,132.95,0.00,0,0,0.00,0.00,0.00,100.000,100.000,0.048,-0.223
strategies.realized_giveback_no_bull,ABBV,2025-09-15,shared,1,1,319.29,319.29,0.00,0,0,0.00,0.00,0.00,150.000,150.000,0.076,-0.014
strategies.realized_giveback_no_bull,ABBV,2025-10-01,shared,1,1,44.81,44.81,0.00,0,0,0.00,0.00,0.00,134.000,134.000,0.043,-0.001
strategies.realized_giveback_no_bull,ABBV,2025-10-03,shared,1,1,0.00,0.00,0.00,1,1,-625.72,-524.75,100.97,113.000,113.000,,
strategies.realized_giveback_no_bull,AMD,2025-01-03,shared,1,1,243.60,261.57,17.97,0,0,0.00,0.00,0.00,12.000,12.000,0.068,-0.002
strategies.realized_giveback_no_bull,AMD,2025-01-07,shared,1,1,179.90,325.34,145.44,0,0,0.00,0.00,0.00,12.000,12.000,0.084,-0.411
strategies.realized_giveback_no_bull,AMD,2025-06-25,shared,1,1,133.30,96.08,-37.22,0,0,0.00,0.00,0.00,11.000,11.000,0.050,-0.005
strategies.realized_giveback_no_bull,AMD,2025-06-27,removed_by_top20,1,0,312.98,0.00,-312.98,0,0,0.00,0.00,0.00,11.000,,,
strategies.realized_giveback_no_bull,AMD,2025-06-30,added_by_top20,0,1,0.00,363.82,363.82,0,0,0.00,0.00,0.00,,11.000,0.107,-0.060
strategies.realized_giveback_no_bull,AMD,2025-07-16,shared,1,1,104.85,55.07,-49.78,0,0,0.00,0.00,0.00,7.000,7.000,0.033,-0.014
strategies.realized_giveback_no_bull,AMD,2025-07-17,removed_by_top20,1,0,291.49,0.00,-291.49,0,0,0.00,0.00,0.00,8.000,,,
strategies.realized_giveback_no_bull,AMD,2025-07-21,added_by_top20,0,1,0.00,404.42,404.42,0,0,0.00,0.00,0.00,,8.000,0.117,-0.058
strategies.realized_giveback_no_bull,AMD,2025-07-30,shared,1,1,151.34,71.59,-79.75,0,0,0.00,0.00,0.00,6.000,6.000,0.040,0.000
strategies.realized_giveback_no_bull,AMD,2025-08-14,removed_by_top20,1,0,763.51,0.00,-763.51,0,0,0.00,0.00,0.00,5.000,,,
strategies.realized_giveback_no_bull,AMD,2025-08-15,added_by_top20,0,1,0.00,-4.10,-4.10,0,0,0.00,0.00,0.00,,4.000,0.000,-0.001
strategies.realized_giveback_no_bull,AMD,2025-08-18,added_by_top20,0,1,0.00,874.65,874.65,0,0,0.00,0.00,0.00,,4.000,0.276,-0.160
strategies.realized_giveback_no_bull,AMD,2025-10-08,shared,1,1,158.00,158.00,0.00,0,0,0.00,0.00,0.00,8.000,8.000,0.053,-0.008
strategies.realized_giveback_no_bull,AMD,2025-10-09,shared,1,1,270.14,270.14,0.00,0,0,0.00,0.00,0.00,5.000,5.000,0.065,-0.093
strategies.realized_giveback_no_bull,AMD,2025-10-27,shared,1,1,98.99,98.99,0.00,0,0,0.00,0.00,0.00,4.000,4.000,0.040,-0.018
strategies.realized_giveback_no_bull,AMD,2025-10-28,shared,1,1,0.00,0.00,0.00,1,1,-649.32,-544.54,104.78,4.000,4.000,,
strategies.realized_giveback_no_bull,AMZN,2025-01-03,shared,1,1,258.93,58.08,-200.85,0,0,0.00,0.00,0.00,8.000,8.000,0.057,-0.033
strategies.realized_giveback_no_bull,AMZN,2025-01-28,added_by_top20,0,1,0.00,340.57,340.57,0,0,0.00,0.00,0.00,,8.000,0.098,-0.299
strategies.realized_giveback_no_bull,AMZN,2025-01-29,removed_by_top20,1,0,293.05,0.00,-293.05,0,0,0.00,0.00,0.00,8.000,,,
strategies.realized_giveback_no_bull,AMZN,2025-11-04,shared,1,1,0.00,0.00,0.00,1,1,-664.04,-525.95,138.09,6.000,6.000,,
strategies.realized_giveback_no_bull,AVGO,2025-01-03,shared,1,1,153.67,153.67,0.00,0,0,0.00,0.00,0.00,6.000,6.000,0.059,-0.059
strategies.realized_giveback_no_bull,AVGO,2025-01-22,shared,1,1,232.15,232.15,0.00,0,0,0.00,0.00,0.00,9.000,9.000,0.062,-0.430
strategies.realized_giveback_no_bull,AVGO,2025-06-04,shared,1,1,102.65,102.65,0.00,0,0,0.00,0.00,0.00,16.000,16.000,0.043,-0.068
strategies.realized_giveback_no_bull,AVGO,2025-06-25,shared,1,1,94.42,94.42,0.00,0,0,0.00,0.00,0.00,13.000,13.000,0.040,-0.093
strategies.realized_giveback_no_bull,AVGO,2025-06-30,shared,1,1,166.78,155.66,-11.12,0,0,0.00,0.00,0.00,13.000,13.000,0.058,-0.115
strategies.realized_giveback_no_bull,AVGO,2025-07-18,shared,1,1,242.62,242.62,0.00,0,0,0.00,0.00,0.00,17.000,17.000,0.064,-0.151
strategies.realized_giveback_no_bull,AVGO,2025-07-29,shared,1,1,93.50,93.50,0.00,0,0,0.00,0.00,0.00,19.000,19.000,0.041,-0.055
strategies.realized_giveback_no_bull,AVGO,2025-08-07,shared,1,1,93.10,93.10,0.00,0,0,0.00,0.00,0.00,20.000,20.000,0.041,-0.077
strategies.realized_giveback_no_bull,AVGO,2025-08-13,shared,1,1,472.92,472.92,0.00,0,0,0.00,0.00,0.00,18.000,18.000,0.140,-0.099
strategies.realized_giveback_no_bull,AVGO,2025-09-09,shared,1,1,271.92,271.92,0.00,0,0,0.00,0.00,0.00,12.000,12.000,0.068,-0.031
strategies.realized_giveback_no_bull,AVGO,2025-09-11,shared,1,1,105.24,105.24,0.00,0,0,0.00,0.00,0.00,10.000,10.000,0.044,-0.118
strategies.realized_giveback_no_bull,AVGO,2025-10-29,shared,1,1,274.69,274.69,0.00,0,0,0.00,0.00,0.00,15.000,15.000,0.063,-0.142
strategies.realized_giveback_no_bull,AVGO,2025-11-28,shared,1,1,0.00,0.00,0.00,1,1,-646.74,-542.37,104.36,14.000,14.000,,
strategies.realized_giveback_no_bull,COST,2025-01-03,shared,1,1,117.87,117.87,0.00,0,0,0.00,0.00,0.00,40.000,40.000,0.049,-0.002
strategies.realized_giveback_no_bull,COST,2025-01-22,shared,1,1,129.12,129.12,0.00,0,0,0.00,0.00,0.00,40.000,40.000,0.052,-0.034
strategies.realized_giveback_no_bull,COST,2025-02-03,shared,1,1,233.26,233.26,0.00,0,0,0.00,0.00,0.00,57.000,57.000,0.061,-0.067
strategies.realized_giveback_no_bull,COST,2025-02-05,shared,1,1,59.40,59.40,0.00,0,0,0.00,0.00,0.00,52.000,52.000,0.042,-0.121
strategies.realized_giveback_no_bull,COST,2025-02-18,shared,1,1,0.00,0.00,0.00,1,1,-464.62,-389.65,74.98,50.000,50.000,,
strategies.realized_giveback_no_bull,CRM,2025-01-03,shared,1,1,261.55,118.92,-142.63,0,0,0.00,0.00,0.00,27.000,27.000,0.047,-0.057
strategies.realized_giveback_no_bull,CRM,2025-01-28,shared,1,1,80.49,100.59,20.10,0,0,0.00,0.00,0.00,36.000,36.000,0.043,-0.002
strategies.realized_giveback_no_bull,CRM,2025-01-29,shared,1,1,0.00,0.00,0.00,1,1,-572.63,-480.22,92.40,33.000,33.000,,
strategies.realized_giveback_no_bull,GOOGL,2025-01-03,shared,1,1,4.74,110.60,105.86,0,0,0.00,0.00,0.00,13.000,13.000,0.046,-0.011
strategies.realized_giveback_no_bull,GOOGL,2025-01-07,added_by_top20,0,1,0.00,-167.73,-167.73,0,0,0.00,0.00,0.00,,13.000,0.046,-0.053
strategies.realized_giveback_no_bull,GOOGL,2025-01-08,removed_by_top20,1,0,101.27,0.00,-101.27,0,0,0.00,0.00,0.00,13.000,,,
strategies.realized_giveback_no_bull,GOOGL,2025-01-22,removed_by_top20,1,0,121.94,0.00,-121.94,0,0,0.00,0.00,0.00,14.000,,,
strategies.realized_giveback_no_bull,GOOGL,2025-02-06,added_by_top20,0,1,0.00,83.43,83.43,0,0,0.00,0.00,0.00,,13.000,0.041,-0.261
strategies.realized_giveback_no_bull,GOOGL,2025-07-24,added_by_top20,0,1,0.00,129.96,129.96,0,0,0.00,0.00,0.00,,11.000,0.049,-0.027
strategies.realized_giveback_no_bull,GOOGL,2025-08-11,added_by_top20,0,1,0.00,117.60,117.60,0,0,0.00,0.00,0.00,,11.000,0.046,-0.058
strategies.realized_giveback_no_bull,GOOGL,2025-08-25,added_by_top20,0,1,0.00,53.58,53.58,0,0,0.00,0.00,0.00,,12.000,0.043,-0.003
strategies.realized_giveback_no_bull,GOOGL,2025-08-27,removed_by_top20,1,0,451.63,0.00,-451.63,0,0,0.00,0.00,0.00,13.000,,,
strategies.realized_giveback_no_bull,GOOGL,2025-09-02,added_by_top20,0,1,0.00,311.25,311.25,0,0,0.00,0.00,0.00,,11.000,0.083,-0.003
strategies.realized_giveback_no_bull,GOOGL,2025-09-04,shared,1,1,394.00,137.63,-256.37,0,0,0.00,0.00,0.00,11.000,11.000,0.051,-0.017
strategies.realized_giveback_no_bull,GOOGL,2025-09-11,added_by_top20,0,1,0.00,252.99,252.99,0,0,0.00,0.00,0.00,,11.000,0.061,-0.049
strategies.realized_giveback_no_bull,GOOGL,2025-09-16,shared,1,1,298.45,252.59,-45.86,0,0,0.00,0.00,0.00,9.000,9.000,0.061,-0.064
strategies.realized_giveback_no_bull,GOOGL,2025-10-28,shared,1,1,217.53,238.16,20.63,0,0,0.00,0.00,0.00,12.000,12.000,0.079,-0.013
strategies.realized_giveback_no_bull,GOOGL,2025-10-31,shared,1,1,327.00,278.20,-48.80,0,0,0.00,0.00,0.00,12.000,12.000,0.064,-0.046
strategies.realized_giveback_no_bull,GOOGL,2025-11-20,shared,1,1,409.92,252.48,-157.44,0,0,0.00,0.00,0.00,11.000,11.000,0.062,-0.027
strategies.realized_giveback_no_bull,GOOGL,2025-11-25,shared,1,1,0.00,0.00,0.00,1,1,-616.21,-516.77,99.44,9.000,9.000,,
strategies.realized_giveback_no_bull,HD,2025-01-03,shared,1,1,287.63,133.40,-154.23,0,0,0.00,0.00,0.00,73.000,73.000,0.051,-0.021
strategies.realized_giveback_no_bull,HD,2025-01-16,added_by_top20,0,1,0.00,121.43,121.43,0,0,0.00,0.00,0.00,,66.000,0.049,-0.005
strategies.realized_giveback_no_bull,HD,2025-01-22,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-548.49,0.00,548.49,69.000,,,
strategies.realized_giveback_no_bull,HD,2025-01-28,added_by_top20,0,1,0.00,0.00,0.00,0,1,0.00,-465.07,-465.07,,70.000,,
strategies.realized_giveback_no_bull,JPM,2025-01-03,shared,1,1,154.76,154.76,0.00,0,0,0.00,0.00,0.00,43.000,43.000,0.056,-0.019
strategies.realized_giveback_no_bull,JPM,2025-01-16,shared,1,1,130.31,130.31,0.00,0,0,0.00,0.00,0.00,33.000,33.000,0.054,-0.058
strategies.realized_giveback_no_bull,JPM,2025-01-27,shared,1,1,236.02,236.02,0.00,0,0,0.00,0.00,0.00,28.000,28.000,0.062,-0.090
strategies.realized_giveback_no_bull,JPM,2025-02-07,shared,1,1,137.15,137.15,0.00,0,0,0.00,0.00,0.00,25.000,25.000,0.051,-0.274
strategies.realized_giveback_no_bull,JPM,2025-07-01,shared,1,1,114.76,114.76,0.00,0,0,0.00,0.00,0.00,45.000,45.000,0.045,-0.299
strategies.realized_giveback_no_bull,JPM,2025-07-29,shared,1,1,245.76,245.76,0.00,0,0,0.00,0.00,0.00,33.000,33.000,0.060,-0.319
strategies.realized_giveback_no_bull,JPM,2025-09-19,shared,1,1,141.89,126.50,-15.39,0,0,0.00,0.00,0.00,45.000,45.000,0.050,-0.077
strategies.realized_giveback_no_bull,JPM,2025-12-29,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-620.20,0.00,620.20,36.000,,,
strategies.realized_giveback_no_bull,JPM,2025-12-30,added_by_top20,0,1,0.00,0.00,0.00,0,1,0.00,-556.69,-556.69,,37.000,,
strategies.realized_giveback_no_bull,LLY,2025-01-03,removed_by_top20,1,0,153.13,0.00,-153.13,0,0,0.00,0.00,0.00,33.000,,,
strategies.realized_giveback_no_bull,LLY,2025-01-06,added_by_top20,0,1,0.00,114.47,114.47,0,0,0.00,0.00,0.00,,33.000,0.049,-0.068
strategies.realized_giveback_no_bull,LLY,2025-01-28,added_by_top20,0,1,0.00,155.15,155.15,0,0,0.00,0.00,0.00,,21.000,0.055,-0.096
strategies.realized_giveback_no_bull,LLY,2025-01-30,removed_by_top20,1,0,330.91,0.00,-330.91,0,0,0.00,0.00,0.00,20.000,,,
strategies.realized_giveback_no_bull,LLY,2025-02-05,added_by_top20,0,1,0.00,198.37,198.37,0,0,0.00,0.00,0.00,,20.000,0.061,-0.130
strategies.realized_giveback_no_bull,LLY,2025-02-07,shared,1,1,99.84,85.29,-14.55,0,0,0.00,0.00,0.00,19.000,19.000,0.041,-0.039
strategies.realized_giveback_no_bull,LLY,2025-02-26,added_by_top20,0,1,0.00,115.76,115.76,0,0,0.00,0.00,0.00,,25.000,0.051,-0.314
strategies.realized_giveback_no_bull,LLY,2025-02-28,removed_by_top20,1,0,92.21,0.00,-92.21,0,0,0.00,0.00,0.00,22.000,,,
strategies.realized_giveback_no_bull,LLY,2025-11-06,shared,1,1,136.71,136.60,-0.11,0,0,0.00,0.00,0.00,40.000,40.000,0.054,-0.033
strategies.realized_giveback_no_bull,LLY,2025-11-11,shared,1,1,280.22,116.63,-163.59,0,0,0.00,0.00,0.00,31.000,31.000,0.049,-0.009
strategies.realized_giveback_no_bull,LLY,2025-11-12,added_by_top20,0,1,0.00,148.83,148.83,0,0,0.00,0.00,0.00,,30.000,0.053,-0.005
strategies.realized_giveback_no_bull,LLY,2025-11-20,shared,1,1,71.14,245.91,174.77,0,0,0.00,0.00,0.00,22.000,22.000,0.061,-0.042
strategies.realized_giveback_no_bull,LLY,2025-11-26,added_by_top20,0,1,0.00,0.00,0.00,0,1,0.00,-542.89,-542.89,,22.000,,
strategies.realized_giveback_no_bull,LLY,2025-12-01,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-630.26,0.00,630.26,22.000,,,
strategies.realized_giveback_no_bull,MA,2025-01-03,shared,1,1,286.85,286.85,0.00,0,0,0.00,0.00,0.00,72.000,72.000,0.103,-0.038
strategies.realized_giveback_no_bull,MA,2025-01-31,shared,1,1,-53.60,-53.60,0.00,0,0,0.00,0.00,0.00,65.000,65.000,0.050,-0.098
strategies.realized_giveback_no_bull,MA,2025-03-05,shared,1,1,-3.88,-3.88,0.00,0,0,0.00,0.00,0.00,80.000,80.000,0.000,-0.001
strategies.realized_giveback_no_bull,MA,2025-03-06,shared,1,1,150.47,150.47,0.00,0,0,0.00,0.00,0.00,81.000,81.000,0.055,-0.152
strategies.realized_giveback_no_bull,MA,2025-05-15,shared,1,1,92.67,92.67,0.00,0,0,0.00,0.00,0.00,64.000,64.000,0.039,-0.084
strategies.realized_giveback_no_bull,MA,2025-08-26,shared,1,1,0.00,0.00,0.00,1,1,-609.26,-510.95,98.32,75.000,75.000,,
strategies.realized_giveback_no_bull,META,2025-01-03,shared,1,1,88.57,38.22,-50.35,0,0,0.00,0.00,0.00,11.000,11.000,0.039,-0.015
strategies.realized_giveback_no_bull,META,2025-01-07,removed_by_top20,1,0,61.79,0.00,-61.79,0,0,0.00,0.00,0.00,11.000,,,
strategies.realized_giveback_no_bull,META,2025-01-08,added_by_top20,0,1,0.00,318.14,318.14,0,0,0.00,0.00,0.00,,11.000,0.095,-0.037
strategies.realized_giveback_no_bull,META,2025-01-27,removed_by_top20,1,0,145.17,0.00,-145.17,0,0,0.00,0.00,0.00,6.000,,,
strategies.realized_giveback_no_bull,META,2025-01-28,shared,1,1,237.81,145.43,-92.38,0,0,0.00,0.00,0.00,5.000,5.000,0.061,-0.005
strategies.realized_giveback_no_bull,META,2025-01-30,removed_by_top20,1,0,118.70,0.00,-118.70,0,0,0.00,0.00,0.00,5.000,,,
strategies.realized_giveback_no_bull,META,2025-01-31,added_by_top20,0,1,0.00,132.85,132.85,0,0,0.00,0.00,0.00,,5.000,0.047,-0.010
strategies.realized_giveback_no_bull,META,2025-02-05,removed_by_top20,1,0,101.89,0.00,-101.89,0,0,0.00,0.00,0.00,5.000,,,
strategies.realized_giveback_no_bull,META,2025-02-10,added_by_top20,0,1,0.00,-20.22,-20.22,0,0,0.00,0.00,0.00,,5.000,0.041,-0.332
strategies.realized_giveback_no_bull,META,2025-02-18,removed_by_top20,1,0,256.33,0.00,-256.33,0,0,0.00,0.00,0.00,5.000,,,
strategies.realized_giveback_no_bull,META,2025-07-02,added_by_top20,0,1,0.00,-3.59,-3.59,0,0,0.00,0.00,0.00,,9.000,0.000,-0.001
strategies.realized_giveback_no_bull,META,2025-07-03,added_by_top20,0,1,0.00,181.22,181.22,0,0,0.00,0.00,0.00,,9.000,0.083,-0.043
strategies.realized_giveback_no_bull,META,2025-08-05,shared,1,1,0.00,0.00,0.00,1,1,-568.55,-476.80,91.75,6.000,6.000,,
strategies.realized_giveback_no_bull,MRK,2025-01-03,shared,1,1,207.32,207.32,0.00,0,0,0.00,0.00,0.00,92.000,92.000,0.064,-0.261
strategies.realized_giveback_no_bull,MRK,2025-11-26,shared,1,1,0.00,0.00,0.00,1,1,-644.77,-553.60,91.17,95.000,95.000,,
strategies.realized_giveback_no_bull,MSFT,2025-01-03,shared,1,1,112.25,22.83,-89.42,0,0,0.00,0.00,0.00,9.000,9.000,0.061,-0.026
strategies.realized_giveback_no_bull,MSFT,2025-01-28,shared,1,1,188.87,139.85,-49.02,0,0,0.00,0.00,0.00,7.000,7.000,0.052,-0.205
strategies.realized_giveback_no_bull,MSFT,2025-05-16,added_by_top20,0,1,0.00,212.06,212.06,0,0,0.00,0.00,0.00,,8.000,0.061,-0.233
strategies.realized_giveback_no_bull,MSFT,2025-05-22,removed_by_top20,1,0,265.90,0.00,-265.90,0,0,0.00,0.00,0.00,9.000,,,
strategies.realized_giveback_no_bull,MSFT,2025-06-12,added_by_top20,0,1,0.00,123.56,123.56,0,0,0.00,0.00,0.00,,9.000,0.051,-0.276
strategies.realized_giveback_no_bull,MSFT,2025-06-24,removed_by_top20,1,0,139.71,0.00,-139.71,0,0,0.00,0.00,0.00,9.000,,,
strategies.realized_giveback_no_bull,MSFT,2025-07-01,added_by_top20,0,1,0.00,112.64,112.64,0,0,0.00,0.00,0.00,,9.000,0.045,-0.300
strategies.realized_giveback_no_bull,MSFT,2025-07-22,added_by_top20,0,1,0.00,296.91,296.91,0,0,0.00,0.00,0.00,,9.000,0.096,-0.320
strategies.realized_giveback_no_bull,MSFT,2025-07-23,removed_by_top20,1,0,246.02,0.00,-246.02,0,0,0.00,0.00,0.00,10.000,,,
strategies.realized_giveback_no_bull,MSFT,2025-08-01,shared,1,1,-3.72,92.00,95.72,0,0,0.00,0.00,0.00,10.000,10.000,0.030,-0.073
strategies.realized_giveback_no_bull,MSFT,2025-08-04,removed_by_top20,1,0,96.80,0.00,-96.80,0,0,0.00,0.00,0.00,10.000,,,
strategies.realized_giveback_no_bull,MSFT,2025-10-29,shared,1,1,0.00,0.00,0.00,1,1,-636.58,-533.85,102.72,11.000,11.000,,
strategies.realized_giveback_no_bull,NFLX,2025-01-03,removed_by_top20,1,0,255.41,0.00,-255.41,0,0,0.00,0.00,0.00,26.000,,,
strategies.realized_giveback_no_bull,NFLX,2025-01-07,added_by_top20,0,1,0.00,377.03,377.03,0,0,0.00,0.00,0.00,,27.000,0.130,-0.068
strategies.realized_giveback_no_bull,NFLX,2025-01-23,shared,1,1,207.19,90.97,-116.22,0,0,0.00,0.00,0.00,17.000,17.000,0.041,-0.011
strategies.realized_giveback_no_bull,NFLX,2025-02-04,added_by_top20,0,1,0.00,96.53,96.53,0,0,0.00,0.00,0.00,,16.000,0.041,-0.035
strategies.realized_giveback_no_bull,NFLX,2025-02-11,shared,1,1,60.76,123.63,62.87,0,0,0.00,0.00,0.00,14.000,14.000,0.047,-0.059
strategies.realized_giveback_no_bull,NFLX,2025-02-18,added_by_top20,0,1,0.00,129.39,129.39,0,0,0.00,0.00,0.00,,14.000,0.059,-0.217
strategies.realized_giveback_no_bull,NFLX,2025-02-19,removed_by_top20,1,0,198.82,0.00,-198.82,0,0,0.00,0.00,0.00,14.000,,,
strategies.realized_giveback_no_bull,NFLX,2025-04-25,removed_by_top20,1,0,75.94,0.00,-75.94,0,0,0.00,0.00,0.00,17.000,,,
strategies.realized_giveback_no_bull,NFLX,2025-04-29,added_by_top20,0,1,0.00,24.23,24.23,0,0,0.00,0.00,0.00,,16.000,0.050,-0.008
strategies.realized_giveback_no_bull,NFLX,2025-05-05,added_by_top20,0,1,0.00,204.12,204.12,0,0,0.00,0.00,0.00,,14.000,0.061,-0.032
strategies.realized_giveback_no_bull,NFLX,2025-05-06,removed_by_top20,1,0,175.88,0.00,-175.88,0,0,0.00,0.00,0.00,12.000,,,
strategies.realized_giveback_no_bull,NFLX,2025-05-22,removed_by_top20,1,0,140.01,0.00,-140.01,0,0,0.00,0.00,0.00,16.000,,,
strategies.realized_giveback_no_bull,NFLX,2025-06-09,removed_by_top20,1,0,144.73,0.00,-144.73,0,0,0.00,0.00,0.00,19.000,,,
strategies.realized_giveback_no_bull,NFLX,2025-06-26,removed_by_top20,1,0,39.51,0.00,-39.51,0,0,0.00,0.00,0.00,24.000,,,
strategies.realized_giveback_no_bull,NFLX,2025-07-02,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-570.42,0.00,570.42,24.000,,,
strategies.realized_giveback_no_bull,NVDA,2025-01-07,shared,1,1,61.43,61.43,0.00,0,0,0.00,0.00,0.00,2.000,2.000,0.054,-0.419
strategies.realized_giveback_no_bull,NVDA,2025-07-02,shared,1,1,132.69,132.69,0.00,0,0,0.00,0.00,0.00,2.000,2.000,0.044,-0.000
strategies.realized_giveback_no_bull,NVDA,2025-07-08,shared,1,1,157.73,157.73,0.00,0,0,0.00,0.00,0.00,2.000,2.000,0.056,-0.002
strategies.realized_giveback_no_bull,NVDA,2025-07-14,shared,1,1,180.86,173.62,-7.24,0,0,0.00,0.00,0.00,2.000,2.000,0.060,-0.012
strategies.realized_giveback_no_bull,NVDA,2025-07-23,shared,1,1,165.28,165.28,0.00,0,0,0.00,0.00,0.00,2.000,2.000,0.057,-0.007
strategies.realized_giveback_no_bull,NVDA,2025-07-30,shared,1,1,53.39,53.39,0.00,0,0,0.00,0.00,0.00,2.000,2.000,0.036,-0.036
strategies.realized_giveback_no_bull,NVDA,2025-08-14,shared,1,1,109.65,167.69,58.04,0,0,0.00,0.00,0.00,2.000,2.000,0.058,-0.091
strategies.realized_giveback_no_bull,NVDA,2025-10-03,added_by_top20,0,1,0.00,85.22,85.22,0,0,0.00,0.00,0.00,,3.000,0.040,-0.127
strategies.realized_giveback_no_bull,NVDA,2025-10-06,removed_by_top20,1,0,54.44,0.00,-54.44,0,0,0.00,0.00,0.00,3.000,,,
strategies.realized_giveback_no_bull,NVDA,2025-10-10,added_by_top20,0,1,0.00,429.38,429.38,0,0,0.00,0.00,0.00,,3.000,0.100,-0.145
strategies.realized_giveback_no_bull,NVDA,2025-10-15,removed_by_top20,1,0,620.25,0.00,-620.25,0,0,0.00,0.00,0.00,3.000,,,
strategies.realized_giveback_no_bull,NVDA,2025-10-30,shared,1,1,0.00,0.00,0.00,1,1,-658.66,-552.37,106.29,3.000,3.000,,
strategies.realized_giveback_no_bull,ORCL,2025-01-03,shared,1,1,448.65,448.65,0.00,0,0,0.00,0.00,0.00,44.000,44.000,0.152,-0.085
strategies.realized_giveback_no_bull,ORCL,2025-01-23,shared,1,1,250.51,250.51,0.00,0,0,0.00,0.00,0.00,34.000,34.000,0.067,-0.358
strategies.realized_giveback_no_bull,ORCL,2025-06-16,shared,1,1,198.21,198.21,0.00,0,0,0.00,0.00,0.00,34.000,34.000,0.072,-0.048
strategies.realized_giveback_no_bull,ORCL,2025-07-01,shared,1,1,238.27,238.27,0.00,0,0,0.00,0.00,0.00,20.000,20.000,0.064,-0.020
strategies.realized_giveback_no_bull,ORCL,2025-07-07,shared,1,1,243.34,243.34,0.00,0,0,0.00,0.00,0.00,19.000,19.000,0.062,-0.037
strategies.realized_giveback_no_bull,ORCL,2025-07-18,shared,1,1,124.68,124.68,0.00,0,0,0.00,0.00,0.00,23.000,23.000,0.050,-0.053
strategies.realized_giveback_no_bull,ORCL,2025-07-31,shared,1,1,1145.33,1145.33,0.00,0,0,0.00,0.00,0.00,27.000,27.000,0.288,-0.139
strategies.realized_giveback_no_bull,ORCL,2025-09-16,shared,1,1,270.10,270.10,0.00,0,0,0.00,0.00,0.00,13.000,13.000,0.067,-0.045
strategies.realized_giveback_no_bull,ORCL,2025-09-26,shared,1,1,135.26,126.24,-9.02,0,0,0.00,0.00,0.00,5.000,5.000,0.049,-0.076
strategies.realized_giveback_no_bull,ORCL,2025-10-10,shared,1,1,258.29,258.29,0.00,0,0,0.00,0.00,0.00,9.000,9.000,0.066,-0.031
strategies.realized_giveback_no_bull,ORCL,2025-10-21,shared,1,1,151.87,151.87,0.00,0,0,0.00,0.00,0.00,11.000,11.000,0.051,-0.014
strategies.realized_giveback_no_bull,ORCL,2025-10-24,shared,1,1,0.00,0.00,0.00,1,1,-664.03,-556.87,107.15,12.000,12.000,,
strategies.realized_giveback_no_bull,PG,2025-01-03,shared,1,1,113.31,103.48,-9.83,0,0,0.00,0.00,0.00,106.000,106.000,0.042,-0.051
