variant_id,family,wave,base_module,hypothesis,sweep_config_hash,window,ok,sharpe,ret_pct,dd_pct,orders,realized_net,unrealized,closed_trades,closed_wins,closed_losses,closed_win_rate,artifact_key,artifact_path,artifact_sha256,run_dir,result_path,error
giveback_no_bull_rh_requal_sizing,rank_history_sizing,7,strategies.realized_giveback_no_bull,Best return/DD realized candidate from #408: tight giveback without bullish-structure veto. Rank-history requalification plus rank-aware heat-cap sizing.,397c22ba12b7,fy2025_full,True,0.776,17.908,21.0,265,31848.02,"$-13,696.16",122,115,7,94.26229508196722,objectstore://bct_lambdamart_qc_safe_v1.json,storage/bct_lambdamart_qc_safe_v1.json,8efd413bb3d05a98bc7fbd6fecd04489e1137d6c15bd845cb3bed7b29f58d4ed,sweeps/runs/rank_history_requalification_fy2025_487_retries/397c22ba12b7/fy2025_full,sweeps/runs/rank_history_requalification_fy2025_487_retries/397c22ba12b7/fy2025_full/backtests/2026-06-12_06-01-20/1171033205.json,
