variant_id,family,hypothesis,config_hash,rc,status,ok,net_profit,drawdown,total_orders,sharpe,trades_csv,orders_csv,exit_events_csv,artifact_error,error,run_dir,result_path
p_only_base,anchor,Prior proactive-only anchor from #398.,40c299e3a019,0,Completed,True,3.617%,2.200%,45,5.782,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30_smoke/p_only_base/jan2025_proof/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30_smoke/p_only_base/jan2025_proof/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30_smoke/p_only_base/jan2025_proof/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30_smoke/p_only_base/jan2025_proof,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30_smoke/p_only_base/jan2025_proof/backtests/2026-06-08_02-01-17/1552561025.json
