variant_id,family,wave,base_module,hypothesis,sweep_config_hash,window,ok,sharpe,ret_pct,dd_pct,orders,realized_net,unrealized,closed_trades,closed_wins,closed_losses,closed_win_rate,artifact_path,artifact_sha256,run_dir,result_path,error
giveback_no_bull_scanner_off,real_strategy_control,2,strategies.realized_giveback_no_bull,Best return/DD realized candidate from #408: tight giveback without bullish-structure veto. Scanner disabled control.,36f10f9c1685,fy2025_full,True,0.557,10.587,17.4,299,24625.93,"$-13,763.36",138,131,7,94.92753623188406,,,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/giveback_no_bull_scanner_off/36f10f9c1685/fy2025_full,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/giveback_no_bull_scanner_off/36f10f9c1685/fy2025_full/backtests/2026-06-10_10-02-56/1256752315.json,
giveback_no_bull_scanner_top15,real_strategy_scanner,2,strategies.realized_giveback_no_bull,Best return/DD realized candidate from #408: tight giveback without bullish-structure veto. LambdaMART scanner gate keeps daily Top-15.,82d5b94509a6,fy2025_full,True,0.523,8.597,14.9,252,19398.03,"$-10,564.69",118,107,11,90.67796610169492,storage/bct_lambdamart_qc_safe_v1.json,8efd413bb3d05a98bc7fbd6fecd04489e1137d6c15bd845cb3bed7b29f58d4ed,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/giveback_no_bull_scanner_top15/82d5b94509a6/fy2025_full,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/giveback_no_bull_scanner_top15/82d5b94509a6/fy2025_full/backtests/2026-06-10_10-04-05/1468732179.json,
giveback_no_bull_scanner_top20,real_strategy_scanner,2,strategies.realized_giveback_no_bull,Best return/DD realized candidate from #408: tight giveback without bullish-structure veto. LambdaMART scanner gate keeps daily Top-20.,90f501618cf2,fy2025_full,True,0.707,12.89,17.3,304,23404.53,"$-10,230.71",142,130,12,91.54929577464789,storage/bct_lambdamart_qc_safe_v1.json,8efd413bb3d05a98bc7fbd6fecd04489e1137d6c15bd845cb3bed7b29f58d4ed,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/giveback_no_bull_scanner_top20/90f501618cf2/fy2025_full,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/giveback_no_bull_scanner_top20/90f501618cf2/fy2025_full/backtests/2026-06-10_10-03-30/1621276844.json,
giveback_no_bull_scanner_top25,real_strategy_scanner,2,strategies.realized_giveback_no_bull,Best return/DD realized candidate from #408: tight giveback without bullish-structure veto. LambdaMART scanner gate keeps daily Top-25.,4d7cd7fc2ce4,fy2025_full,True,0.58,11.04,17.4,305,25299.86,"$-13,977.48",141,134,7,95.0354609929078,storage/bct_lambdamart_qc_safe_v1.json,8efd413bb3d05a98bc7fbd6fecd04489e1137d6c15bd845cb3bed7b29f58d4ed,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/giveback_no_bull_scanner_top25/4d7cd7fc2ce4/fy2025_full,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/giveback_no_bull_scanner_top25/4d7cd7fc2ce4/fy2025_full/backtests/2026-06-10_10-40-02/1458824056.json,
target04_fast_take_scanner_off,real_strategy_control,2,strategies.realized_target_04_fast_take,Highest closed win rate/profit-factor realized candidate from #408. Scanner disabled control.,36f10f9c1685,fy2025_full,True,0.503,9.73,17.7,263,23964.53,"$-13,994.74",120,116,4,96.66666666666667,,,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/target04_fast_take_scanner_off/36f10f9c1685/fy2025_full,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/target04_fast_take_scanner_off/36f10f9c1685/fy2025_full/backtests/2026-06-10_10-40-39/1560931763.json,
target04_fast_take_scanner_top20,real_strategy_scanner,2,strategies.realized_target_04_fast_take,Highest closed win rate/profit-factor realized candidate from #408. LambdaMART scanner gate keeps daily Top-20.,90f501618cf2,fy2025_full,True,0.702,12.872,17.1,262,23466.43,"$-10,354.65",120,118,2,98.33333333333333,storage/bct_lambdamart_qc_safe_v1.json,8efd413bb3d05a98bc7fbd6fecd04489e1137d6c15bd845cb3bed7b29f58d4ed,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/target04_fast_take_scanner_top20/90f501618cf2/fy2025_full,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/target04_fast_take_scanner_top20/90f501618cf2/fy2025_full/backtests/2026-06-10_10-41-15/1885656852.json,
target04_fast_take_scanner_top25,real_strategy_scanner,2,strategies.realized_target_04_fast_take,Highest closed win rate/profit-factor realized candidate from #408. LambdaMART scanner gate keeps daily Top-25.,4d7cd7fc2ce4,fy2025_full,True,0.526,10.08,17.3,275,24261.74,"$-13,929.90",126,123,3,97.61904761904762,storage/bct_lambdamart_qc_safe_v1.json,8efd413bb3d05a98bc7fbd6fecd04489e1137d6c15bd845cb3bed7b29f58d4ed,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/target04_fast_take_scanner_top25/4d7cd7fc2ce4/fy2025_full,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/target04_fast_take_scanner_top25/4d7cd7fc2ce4/fy2025_full/backtests/2026-06-10_11-18-35/1621425397.json,
target08_let_run_scanner_off,real_strategy_control,2,strategies.realized_target_08_let_run,Patient realized candidate from #408: fewer trades and higher average closed return. Scanner disabled control.,36f10f9c1685,fy2025_full,True,0.538,10.346,17.4,255,23923.50,"$-13,345.98",116,108,8,93.10344827586206,,,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/target08_let_run_scanner_off/36f10f9c1685/fy2025_full,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/target08_let_run_scanner_off/36f10f9c1685/fy2025_full/backtests/2026-06-10_11-19-16/1166679772.json,
target08_let_run_scanner_top15,real_strategy_scanner,2,strategies.realized_target_08_let_run,Patient realized candidate from #408: fewer trades and higher average closed return. LambdaMART scanner gate keeps daily Top-15.,82d5b94509a6,fy2025_full,True,0.458,7.589,15.6,179,14707.72,"$-6,956.95",81,74,7,91.35802469135803,storage/bct_lambdamart_qc_safe_v1.json,8efd413bb3d05a98bc7fbd6fecd04489e1137d6c15bd845cb3bed7b29f58d4ed,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/target08_let_run_scanner_top15/82d5b94509a6/fy2025_full,sweeps/runs/scanner_ranker_real_strategy_fy2025_453_retry_w3/target08_let_run_scanner_top15/82d5b94509a6/fy2025_full/backtests/2026-06-10_11-19-57/1345630555.json,
