backtest_id,symbol,entry_dt,year,decision_score,cond_0,cond_1,cond_2,cond_3,cond_4,cond_5,cond_6,cond_7,decision_gap,decision_vol,decision_rank,decision_tdist,exit_reason,censored,context_status,ret,pnl,m2m_ret,m2m_source
77780eeb909025efedb9086d5f76e1f8,UCO,2022-03-23T13:31:00+00:00,2022,7,True,True,True,True,True,True,False,True,0.0585,5.926,489,0.0,stop_market,False,OK,-0.09869775545112747,-1025.8565999999992,,
77780eeb909025efedb9086d5f76e1f8,BNO,2022-03-23T13:31:00+00:00,2022,7,True,True,True,True,True,True,False,True,0.0421,6.578,714,0.0,stop_market,False,OK,-0.07511201047365189,-792.4432800000008,,
77780eeb909025efedb9086d5f76e1f8,TSLA,2022-03-28T19:04:00+00:00,2022,7,True,False,True,True,True,True,True,True,0.0829,1.229,2,0.0,stop_market,False,OK,-0.2057062069820842,-2027.6182799999992,,
77780eeb909025efedb9086d5f76e1f8,PBR.A,2022-02-01T20:50:00+00:00,2022,8,True,True,True,True,True,True,True,True,0.0362,1.014,691,0.0,stop_market,False,OK,-0.10494439235679703,-1058.8499099999992,,
77780eeb909025efedb9086d5f76e1f8,P,2022-12-01T20:50:00+00:00,2022,7,True,True,True,True,True,True,False,True,0.0361,1.247,720,0.0,stop_market,False,OK,-0.012890580568441471,-154.4934600000003,,
77780eeb909025efedb9086d5f76e1f8,AXSM,2022-12-02T20:50:00+00:00,2022,7,True,True,True,False,True,True,True,True,0.0684,1.322,665,0.0,censored_open,True,OK,0.0019685096260707684,23.339084999999073,0.0019685096260707684,local_parquet
77780eeb909025efedb9086d5f76e1f8,COP,2022-01-06T20:50:00+00:00,2022,7,True,True,True,True,True,True,False,True,0.0394,1.238,193,0.0,censored_open,True,OK,0.5002673237111205,4958.18631,0.5002673237111205,local_parquet
77780eeb909025efedb9086d5f76e1f8,EOG,2022-01-06T14:31:00+00:00,2022,8,True,True,True,True,True,True,True,True,0.0353,2.241,286,0.0,censored_open,True,OK,0.33496927962880985,3315.1580999999996,0.33496927962880985,local_parquet
77780eeb909025efedb9086d5f76e1f8,ERX,2022-02-01T20:50:00+00:00,2022,7,True,True,True,True,True,True,False,True,0.0694,1.068,528,0.0,censored_open,True,OK,0.4989129672408595,5029.824004999999,0.4989129672408595,local_parquet
77780eeb909025efedb9086d5f76e1f8,IYE,2022-02-01T20:50:00+00:00,2022,7,True,True,True,True,True,True,False,True,0.0351,1.251,689,0.0,censored_open,True,OK,0.282117738664149,2844.4626399999993,0.282117738664149,local_parquet
77780eeb909025efedb9086d5f76e1f8,XLE,2022-01-11T20:50:00+00:00,2022,8,True,True,True,True,True,True,True,True,0.0334,1.379,42,0.0,censored_open,True,OK,0.38417893442897166,3886.144800000001,0.38417893442897166,local_parquet
77780eeb909025efedb9086d5f76e1f8,XOM,2022-01-11T20:50:00+00:00,2022,8,True,True,True,True,True,True,True,True,0.0413,1.026,68,0.0,censored_open,True,OK,0.5464919396186856,5535.778409999999,0.5464919396186856,local_parquet
822f2f8f14f320385064ed78551e07e7,LIN,2021-01-06T20:53:00+00:00,2021,8,True,True,True,True,True,True,True,True,0.0302,1.189,248,0.0,stop_market,False,OK,-0.055770520246080896,-559.2015349999997,,
822f2f8f14f320385064ed78551e07e7,TGT,2021-01-06T20:50:00+00:00,2021,8,True,True,True,True,True,True,True,True,0.0445,1.496,169,0.0,stop_market,False,OK,-0.06991159571094153,-698.6526250000007,,
822f2f8f14f320385064ed78551e07e7,PDD,2021-01-05T14:31:00+00:00,2021,8,True,True,True,True,True,True,True,True,0.0371,2.889,37,0.0,stop_market,False,OK,-0.09935746121728574,-980.083792499999,,
822f2f8f14f320385064ed78551e07e7,OIH,2021-03-05T14:36:00+00:00,2021,8,True,True,True,True,True,True,True,True,0.0302,1.733,851,0.0,stop_market,False,OK,-0.14184543242577308,-1529.0052500000002,,
822f2f8f14f320385064ed78551e07e7,LVS,2021-03-02T20:51:00+00:00,2021,7,True,True,True,False,True,True,True,True,0.0301,1.967,227,0.0,stop_market,False,OK,-0.1340451842610329,-1489.5104625000004,,
822f2f8f14f320385064ed78551e07e7,CPE,2021-03-26T13:31:00+00:00,2021,7,True,True,True,True,True,True,False,True,0.054,4.443,815,0.0,stop_market,False,OK,-0.1729326718400244,-1901.3463717500008,,
822f2f8f14f320385064ed78551e07e7,MU,2021-01-05T14:32:00+00:00,2021,8,True,True,True,True,True,True,True,True,0.0384,2.164,56,0.0,stop_market,False,OK,-0.08307014647366211,-831.1914000000008,,
822f2f8f14f320385064ed78551e07e7,UAA,2021-08-05T19:50:00+00:00,2021,7,True,False,True,True,True,True,True,True,0.037,1.765,665,0.0,stop_market,False,OK,-0.12643082331159478,-1452.2589374999993,,
822f2f8f14f320385064ed78551e07e7,COG,2021-09-15T19:51:00+00:00,2021,7,True,False,True,True,True,True,True,True,0.0667,1.425,542,0.0,stop_market,False,OK,0.05369227160556727,606.4334324999993,,
822f2f8f14f320385064ed78551e07e7,CDAY,2021-10-21T19:50:00+00:00,2021,8,True,True,True,True,True,True,True,True,0.0302,1.106,728,0.0,stop_market,False,OK,-0.09583686385121976,-1079.0335599999992,,
822f2f8f14f320385064ed78551e07e7,AMAT,2021-01-05T20:55:00+00:00,2021,7,True,True,True,True,True,True,False,True,0.0303,1.979,170,0.0,censored_open,True,OK,0.7567752436630848,7589.7080000000005,0.7567752436630848,local_parquet
822f2f8f14f320385064ed78551e07e7,BAC,2021-01-06T14:31:00+00:00,2021,7,True,True,True,False,True,True,True,True,0.0463,4.811,42,0.0,censored_open,True,OK,0.4037820691457348,4068.546059999999,0.4037820691457348,local_parquet
822f2f8f14f320385064ed78551e07e7,BLDR,2021-11-18T19:16:00+00:00,2021,7,True,True,True,True,True,True,False,True,0.0334,1.603,685,0.0,censored_open,True,OK,0.19814218764743505,2296.2285,0.19814218764743505,local_parquet
822f2f8f14f320385064ed78551e07e7,CAT,2021-01-06T14:31:00+00:00,2021,8,True,True,True,True,True,True,True,True,0.0304,3.057,188,0.0,censored_open,True,OK,0.0923087235581026,926.1956700000003,0.0923087235581026,local_parquet
822f2f8f14f320385064ed78551e07e7,DE,2021-01-06T20:50:00+00:00,2021,8,True,True,True,True,True,True,True,True,0.0602,1.413,219,0.0,censored_open,True,OK,0.17845385967090596,1765.776569999999,0.17845385967090596,local_parquet
822f2f8f14f320385064ed78551e07e7,DPZ,2021-05-12T14:09:00+00:00,2021,7,True,True,True,True,True,True,False,True,0.031,17.563,382,0.0,censored_open,True,OK,0.29318489178825763,3198.5571250000007,0.29318489178825763,local_parquet
822f2f8f14f320385064ed78551e07e7,GS,2021-01-06T20:50:00+00:00,2021,8,True,True,True,True,True,True,True,True,0.0534,1.085,105,0.0,censored_open,True,OK,0.3385000386698009,3385.4555000000005,0.3385000386698009,local_parquet
822f2f8f14f320385064ed78551e07e7,MS,2021-01-06T20:50:00+00:00,2021,8,True,True,True,True,True,True,True,True,0.061,2.248,147,0.0,censored_open,True,OK,0.3304076294959804,3314.7463600000005,0.3304076294959804,local_parquet
f33812c10f127583dd72d9ac4d250b85,MS,2023-01-17T14:33:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.0441,1.574,163,0.0,stop_market,False,OK,-0.11289214600866765,-1123.4498600000015,,
f33812c10f127583dd72d9ac4d250b85,KNX,2023-02-01T20:50:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.0347,1.325,669,0.0,stop_market,False,OK,-0.0767915647140103,-770.6228800000001,,
f33812c10f127583dd72d9ac4d250b85,ITW,2023-02-02T20:50:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.047,1.203,378,0.0,stop_market,False,OK,-0.08443548393523566,-847.6153999999997,,
f33812c10f127583dd72d9ac4d250b85,DOV,2023-02-01T20:51:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.0329,2.081,648,0.0,stop_market,False,OK,-0.09660029054012598,-970.1971200000007,,
f33812c10f127583dd72d9ac4d250b85,CCJ,2023-01-27T20:50:00+00:00,2023,7,True,False,True,True,True,True,True,True,0.0306,1.511,736,0.0,stop_market,False,OK,-0.12237367318979558,-1212.58495,,
f33812c10f127583dd72d9ac4d250b85,PH,2023-02-02T14:31:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.0344,1.016,324,0.0,stop_market,False,OK,-0.09240226280153586,-914.2215199999998,,
f33812c10f127583dd72d9ac4d250b85,SRPT,2023-03-02T20:50:00+00:00,2023,8,True,True,True,True,True,True,True,True,0.0479,1.236,566,0.0,stop_market,False,OK,-0.2192936516533084,-2143.76288,,
f33812c10f127583dd72d9ac4d250b85,MSCI,2023-02-01T20:51:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.049,2.278,437,0.0,stop_market,False,OK,-0.11864797013511198,-1192.5091799999993,,
f33812c10f127583dd72d9ac4d250b85,ON,2023-01-31T20:55:00+00:00,2023,8,True,True,True,True,True,True,True,True,0.0307,2.252,218,0.0,stop_market,False,OK,-0.08273448869981671,-818.1026999999992,,
f33812c10f127583dd72d9ac4d250b85,WSO,2023-04-27T19:50:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.0324,2.149,592,0.0,stop_market,False,OK,-0.07533109774217836,-658.8913750000004,,
f33812c10f127583dd72d9ac4d250b85,VKTX,2023-04-21T19:50:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.0332,1.27,552,0.0,stop_market,False,OK,-0.28049032217838255,-2618.7197400000005,,
f33812c10f127583dd72d9ac4d250b85,GIS,2023-03-24T19:51:00+00:00,2023,7,True,False,True,True,True,True,True,True,0.0309,1.75,366,0.0,stop_market,False,OK,-0.07070927491471167,-653.0585125000009,,
f33812c10f127583dd72d9ac4d250b85,SWAV,2023-04-26T13:31:00+00:00,2023,8,True,True,True,True,True,True,True,True,0.0476,5.397,464,0.0,stop_market,False,OK,-0.15666066173670876,-1382.4388500000005,,
f33812c10f127583dd72d9ac4d250b85,GWW,2023-06-27T19:50:00+00:00,2023,8,True,True,True,True,True,True,True,True,0.0306,3.008,423,0.0,stop_market,False,OK,-0.09740468625181774,-826.4807649999993,,
f33812c10f127583dd72d9ac4d250b85,MGM,2023-01-31T20:51:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.0379,1.707,567,0.0,stop_market,False,OK,-0.10990709624641386,-1087.2420699999996,,
f33812c10f127583dd72d9ac4d250b85,SLV,2023-04-04T19:50:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.0417,1.428,209,0.0,stop_market,False,OK,-0.11745532572020334,-1113.07877,,
f33812c10f127583dd72d9ac4d250b85,PBF,2023-09-01T19:50:00+00:00,2023,7,True,True,True,True,True,True,False,True,0.0473,1.801,694,0.0,stop_market,False,OK,-0.05203719167023279,-470.64715999999993,,
f33812c10f127583dd72d9ac4d250b85,BG,2023-08-02T14:40:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.0537,0.44,678,0.0,stop_market,False,OK,-0.1285159920137801,-1161.8529999999996,,
f33812c10f127583dd72d9ac4d250b85,WSO,2023-10-04T19:51:00+00:00,2023,8,True,True,True,True,True,True,True,True,0.0338,4.159,630,0.0,stop_market,False,OK,-0.060887236405710414,-513.23855,,
f33812c10f127583dd72d9ac4d250b85,STM,2023-01-26T14:31:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.0605,2.049,642,0.0,stop_market,False,OK,-0.15036094575128106,-1486.1961,,
f33812c10f127583dd72d9ac4d250b85,IMVT,2023-10-17T13:33:00+00:00,2023,7,True,True,True,True,True,True,False,True,0.0305,1.591,527,0.0,stop_market,False,OK,-0.18251991744039545,-1541.8718000000006,,
f33812c10f127583dd72d9ac4d250b85,VIXY,2023-10-19T19:50:00+00:00,2023,7,True,True,True,False,True,True,True,True,0.042,2.945,625,0.0,stop_market,False,OK,-0.12218233385508158,-1012.6519199999996,,
f33812c10f127583dd72d9ac4d250b85,FUTU,2023-11-06T14:31:00+00:00,2023,7,True,True,True,True,True,True,False,True,0.0358,4.87,773,0.0,stop_market,False,OK,-0.019519587539687393,-157.12124999999966,,
f33812c10f127583dd72d9ac4d250b85,TBT,2023-10-02T19:50:00+00:00,2023,8,True,True,True,True,True,True,True,True,0.0324,1.064,628,0.0,stop_market,False,OK,-0.09006817287824342,-773.5209549999993,,
f33812c10f127583dd72d9ac4d250b85,ANF,2023-11-27T20:51:00+00:00,2023,7,True,True,True,True,True,True,False,True,0.0393,2.286,668,0.0,censored_open,True,OK,0.15661906044996915,1289.725739999999,0.15661906044996915,local_parquet
f33812c10f127583dd72d9ac4d250b85,BITO,2023-11-09T14:31:00+00:00,2023,7,True,False,True,True,True,True,True,True,0.0533,6.492,433,0.0,censored_open,True,OK,0.0798081148593551,642.5783600000002,0.0798081148593551,local_parquet
